52,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-12-09 00:15:00,1
2019-12-09 00:39:00,1
2019-12-09 00:43:00,1
2019-12-09 00:45:00,1
2019-12-09 00:48:00,1
2019-12-09 00:52:00,1
2019-12-09 00:53:00,1
2019-12-09 00:55:00,1
2019-12-09 01:08:00,1
2019-12-09 01:20:00,1
2019-12-09 01:51:00,1
2019-12-09 02:30:00,1
2019-12-09 02:47:00,1
2019-12-09 03:00:00,1
2019-12-09 03:16:00,1
2019-12-09 03:28:00,1
2019-12-09 03:36:00,1
2019-12-09 03:37:00,2
2019-12-09 03:43:00,1
2019-12-09 03:57:00,2
2019-12-09 04:09:00,1
2019-12-09 04:11:00,1
2019-12-09 04:44:00,1
2019-12-09 04:49:00,1
2019-12-09 04:51:00,1
2019-12-09 04:56:00,1
2019-12-09 05:01:00,1
2019-12-09 05:02:00,1
2019-12-09 05:03:00,1
2019-12-09 05:05:00,1
2019-12-09 05:15:00,1
2019-12-09 05:18:00,1
2019-12-09 05:22:00,1
2019-12-09 05:24:00,1
2019-12-09 07:20:00,1
2019-12-09 07:29:00,1
2019-12-09 07:37:00,1
2019-12-09 07:41:00,1
2019-12-09 07:43:00,2
2019-12-09 07:49:00,1
2019-12-09 07:50:00,1
2019-12-09 07:54:00,1
2019-12-09 10:20:00,1
2019-12-09 10:22:00,2
2019-12-09 10:23:00,1
2019-12-09 10:24:00,1
2019-12-09 10:25:00,1
2019-12-09 10:30:00,1
