1987,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-12-09 16:51:00,13
2019-12-09 16:52:00,13
2019-12-09 16:53:00,18
2019-12-09 16:54:00,17
2019-12-09 16:55:00,16
2019-12-09 16:56:00,15
2019-12-09 16:57:00,16
2019-12-09 16:58:00,15
2019-12-09 16:59:00,14
2019-12-09 17:00:00,12
2019-12-09 17:10:00,3
2019-12-09 17:11:00,14
2019-12-09 17:12:00,23
2019-12-09 17:13:00,38
2019-12-09 17:14:00,40
2019-12-09 17:15:00,35
2019-12-09 17:16:00,34
2019-12-09 17:17:00,35
2019-12-09 17:18:00,35
2019-12-09 17:19:00,38
2019-12-09 17:20:00,35
2019-12-09 17:21:00,38
2019-12-09 17:22:00,36
2019-12-09 17:23:00,36
2019-12-09 17:24:00,37
2019-12-09 17:25:00,35
2019-12-09 17:26:00,35
2019-12-09 17:27:00,37
2019-12-09 17:28:00,36
2019-12-09 17:29:00,38
2019-12-09 17:30:00,36
2019-12-09 17:31:00,35
2019-12-09 17:32:00,35
2019-12-09 17:33:00,35
2019-12-09 17:34:00,35
2019-12-09 17:35:00,34
2019-12-09 17:36:00,33
2019-12-09 17:37:00,22
2019-12-09 17:38:00,29
2019-12-09 17:39:00,26
2019-12-09 17:40:00,28
2019-12-09 17:41:00,31
2019-12-09 17:42:00,37
2019-12-09 17:43:00,27
2019-12-09 17:44:00,33
2019-12-09 17:45:00,36
2019-12-09 17:46:00,25
2019-12-09 17:47:00,26
2019-12-09 17:48:00,17
2019-12-09 17:49:00,15
2019-12-09 17:50:00,13
2019-12-09 17:51:00,13
2019-12-09 17:52:00,13
2019-12-09 17:53:00,14
2019-12-09 17:54:00,13
2019-12-09 17:55:00,13
2019-12-09 17:56:00,15
2019-12-09 17:57:00,15
2019-12-09 17:58:00,14
2019-12-09 17:59:00,12
2019-12-09 18:00:00,12
2019-12-09 18:01:00,14
2019-12-09 18:02:00,14
2019-12-09 18:03:00,11
2019-12-09 18:04:00,15
2019-12-09 18:05:00,13
2019-12-09 18:06:00,15
2019-12-09 18:07:00,14
2019-12-09 18:08:00,12
2019-12-09 18:09:00,15
2019-12-09 18:10:00,13
2019-12-09 18:11:00,2
2019-12-09 19:22:00,1
2019-12-09 19:23:00,1
2019-12-09 19:29:00,4
2019-12-09 19:30:00,4
2019-12-09 19:33:00,1
2019-12-09 19:34:00,3
2019-12-09 19:38:00,1
2019-12-09 19:40:00,6
2019-12-09 19:41:00,5
2019-12-09 19:42:00,2
2019-12-09 19:45:00,4
2019-12-09 19:46:00,1
2019-12-09 19:48:00,2
2019-12-09 19:50:00,1
2019-12-09 23:30:00,10
2019-12-09 23:31:00,22
2019-12-09 23:32:00,28
2019-12-09 23:33:00,33
2019-12-09 23:34:00,20
2019-12-09 23:38:00,21
2019-12-09 23:39:00,23
2019-12-09 23:40:00,30
2019-12-09 23:41:00,35
2019-12-09 23:42:00,34
2019-12-09 23:43:00,8
