60,select * from ELRedshift where specObjId=#
2019-12-09 01:53:00,1
2019-12-09 04:12:00,1
2019-12-09 04:57:00,1
2019-12-09 05:22:00,1
2019-12-09 05:34:00,1
2019-12-09 05:57:00,1
2019-12-09 06:24:00,1
2019-12-09 06:32:00,1
2019-12-09 06:43:00,1
2019-12-09 06:46:00,1
2019-12-09 06:47:00,1
2019-12-09 06:49:00,2
2019-12-09 06:58:00,1
2019-12-09 07:39:00,1
2019-12-09 07:48:00,1
2019-12-09 07:50:00,2
2019-12-09 07:58:00,1
2019-12-09 08:00:00,1
2019-12-09 08:01:00,1
2019-12-09 08:02:00,1
2019-12-09 08:04:00,1
2019-12-09 08:12:00,1
2019-12-09 08:48:00,2
2019-12-09 08:50:00,1
2019-12-09 08:58:00,1
2019-12-09 09:03:00,1
2019-12-09 09:09:00,1
2019-12-09 09:27:00,1
2019-12-09 09:42:00,1
2019-12-09 09:56:00,1
2019-12-09 09:57:00,1
2019-12-09 10:15:00,1
2019-12-09 10:43:00,1
2019-12-09 11:11:00,1
2019-12-09 11:38:00,1
2019-12-09 11:39:00,1
2019-12-09 11:48:00,1
2019-12-09 13:20:00,1
2019-12-09 15:40:00,1
2019-12-09 15:48:00,1
2019-12-09 15:55:00,1
2019-12-09 16:23:00,1
2019-12-09 16:37:00,1
2019-12-09 17:49:00,1
2019-12-09 18:13:00,1
2019-12-09 19:53:00,1
2019-12-09 20:29:00,1
2019-12-09 21:44:00,1
2019-12-09 22:21:00,1
2019-12-09 22:33:00,2
2019-12-09 22:34:00,5
2019-12-09 23:09:00,1
