35,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-12-09 00:41:00,1
2019-12-09 00:43:00,1
2019-12-09 00:45:00,1
2019-12-09 00:48:00,1
2019-12-09 00:50:00,1
2019-12-09 00:51:00,1
2019-12-09 00:54:00,1
2019-12-09 00:56:00,1
2019-12-09 00:59:00,1
2019-12-09 01:01:00,1
2019-12-09 01:03:00,1
2019-12-09 01:04:00,1
2019-12-09 01:07:00,1
2019-12-09 01:08:00,1
2019-12-09 01:10:00,1
2019-12-09 01:14:00,1
2019-12-09 01:15:00,1
2019-12-09 01:18:00,1
2019-12-09 01:19:00,1
2019-12-09 01:22:00,1
2019-12-09 01:23:00,1
2019-12-09 01:26:00,1
2019-12-09 01:28:00,1
2019-12-09 01:30:00,1
2019-12-09 04:40:00,1
2019-12-09 04:48:00,2
2019-12-09 04:49:00,1
2019-12-09 04:50:00,1
2019-12-09 04:53:00,1
2019-12-09 05:00:00,1
2019-12-09 05:01:00,1
2019-12-09 05:02:00,1
2019-12-09 05:04:00,1
2019-12-09 05:11:00,1
