374,select * from SpecLineIndex where specObjId=#
2019-12-09 00:00:00,2
2019-12-09 00:01:00,2
2019-12-09 00:02:00,1
2019-12-09 00:43:00,2
2019-12-09 00:44:00,2
2019-12-09 00:46:00,1
2019-12-09 00:47:00,2
2019-12-09 00:50:00,1
2019-12-09 00:51:00,1
2019-12-09 00:52:00,1
2019-12-09 00:56:00,1
2019-12-09 00:57:00,2
2019-12-09 00:58:00,2
2019-12-09 00:59:00,1
2019-12-09 01:00:00,2
2019-12-09 01:01:00,3
2019-12-09 01:02:00,1
2019-12-09 01:03:00,3
2019-12-09 01:53:00,1
2019-12-09 01:54:00,2
2019-12-09 01:55:00,1
2019-12-09 01:57:00,2
2019-12-09 01:58:00,1
2019-12-09 02:00:00,1
2019-12-09 02:17:00,1
2019-12-09 02:37:00,1
2019-12-09 02:45:00,1
2019-12-09 03:04:00,1
2019-12-09 03:31:00,2
2019-12-09 03:33:00,1
2019-12-09 03:44:00,1
2019-12-09 03:46:00,1
2019-12-09 03:47:00,1
2019-12-09 03:48:00,1
2019-12-09 03:53:00,1
2019-12-09 04:18:00,1
2019-12-09 04:20:00,1
2019-12-09 04:22:00,2
2019-12-09 04:32:00,2
2019-12-09 04:46:00,1
2019-12-09 04:47:00,3
2019-12-09 04:51:00,1
2019-12-09 04:59:00,1
2019-12-09 05:00:00,1
2019-12-09 05:08:00,1
2019-12-09 05:16:00,1
2019-12-09 05:33:00,2
2019-12-09 05:47:00,1
2019-12-09 05:57:00,3
2019-12-09 05:59:00,1
2019-12-09 06:00:00,6
2019-12-09 06:02:00,2
2019-12-09 06:03:00,1
2019-12-09 06:04:00,2
2019-12-09 06:09:00,1
2019-12-09 06:14:00,1
2019-12-09 06:17:00,1
2019-12-09 06:18:00,1
2019-12-09 06:25:00,1
2019-12-09 06:26:00,1
2019-12-09 06:34:00,2
2019-12-09 06:41:00,1
2019-12-09 06:50:00,1
2019-12-09 06:52:00,1
2019-12-09 06:53:00,1
2019-12-09 06:56:00,3
2019-12-09 06:58:00,2
2019-12-09 07:15:00,1
2019-12-09 07:16:00,1
2019-12-09 07:18:00,1
2019-12-09 07:24:00,1
2019-12-09 07:42:00,1
2019-12-09 07:43:00,1
2019-12-09 07:45:00,1
2019-12-09 07:53:00,1
2019-12-09 07:58:00,2
2019-12-09 07:59:00,1
2019-12-09 08:01:00,1
2019-12-09 08:03:00,1
2019-12-09 08:09:00,1
2019-12-09 08:48:00,1
2019-12-09 08:49:00,2
2019-12-09 08:50:00,1
2019-12-09 08:51:00,2
2019-12-09 08:52:00,4
2019-12-09 08:53:00,3
2019-12-09 08:54:00,1
2019-12-09 08:56:00,1
2019-12-09 08:57:00,1
2019-12-09 08:58:00,3
2019-12-09 08:59:00,1
2019-12-09 09:00:00,3
2019-12-09 09:01:00,1
2019-12-09 09:02:00,2
2019-12-09 09:03:00,5
2019-12-09 09:04:00,2
2019-12-09 09:05:00,1
2019-12-09 09:06:00,1
2019-12-09 09:07:00,1
2019-12-09 09:16:00,1
2019-12-09 09:50:00,3
2019-12-09 09:51:00,1
2019-12-09 09:58:00,4
2019-12-09 09:59:00,4
2019-12-09 10:00:00,1
2019-12-09 10:01:00,1
2019-12-09 10:20:00,1
2019-12-09 10:50:00,3
2019-12-09 10:51:00,1
2019-12-09 10:54:00,1
2019-12-09 11:16:00,2
2019-12-09 11:39:00,1
2019-12-09 11:46:00,1
2019-12-09 11:58:00,1
2019-12-09 12:40:00,1
2019-12-09 12:41:00,3
2019-12-09 12:42:00,1
2019-12-09 13:08:00,1
2019-12-09 13:40:00,1
2019-12-09 13:52:00,1
2019-12-09 14:20:00,1
2019-12-09 14:29:00,1
2019-12-09 14:54:00,1
2019-12-09 14:56:00,1
2019-12-09 14:57:00,1
2019-12-09 15:00:00,2
2019-12-09 15:04:00,1
2019-12-09 15:05:00,1
2019-12-09 15:07:00,1
2019-12-09 15:09:00,2
2019-12-09 15:10:00,2
2019-12-09 15:17:00,1
2019-12-09 15:43:00,2
2019-12-09 15:45:00,1
2019-12-09 15:46:00,2
2019-12-09 15:48:00,2
2019-12-09 15:51:00,2
2019-12-09 15:52:00,1
2019-12-09 15:53:00,2
2019-12-09 15:55:00,1
2019-12-09 16:00:00,1
2019-12-09 16:11:00,1
2019-12-09 16:25:00,1
2019-12-09 16:45:00,1
2019-12-09 16:47:00,2
2019-12-09 16:50:00,1
2019-12-09 17:45:00,1
2019-12-09 17:47:00,1
2019-12-09 17:48:00,1
2019-12-09 17:49:00,2
2019-12-09 17:50:00,1
2019-12-09 17:51:00,2
2019-12-09 18:03:00,1
2019-12-09 18:05:00,1
2019-12-09 18:16:00,1
2019-12-09 18:22:00,1
2019-12-09 18:33:00,2
2019-12-09 18:51:00,3
2019-12-09 18:55:00,1
2019-12-09 18:56:00,1
2019-12-09 18:58:00,2
2019-12-09 19:00:00,1
2019-12-09 19:01:00,1
2019-12-09 19:03:00,1
2019-12-09 19:26:00,1
2019-12-09 19:27:00,1
2019-12-09 19:39:00,1
2019-12-09 19:40:00,1
2019-12-09 19:41:00,1
2019-12-09 19:42:00,1
2019-12-09 19:43:00,1
2019-12-09 19:46:00,1
2019-12-09 19:48:00,1
2019-12-09 19:49:00,1
2019-12-09 19:50:00,1
2019-12-09 19:55:00,1
2019-12-09 19:57:00,1
2019-12-09 20:01:00,2
2019-12-09 20:08:00,1
2019-12-09 20:09:00,1
2019-12-09 20:18:00,4
2019-12-09 20:19:00,27
2019-12-09 20:20:00,26
2019-12-09 20:21:00,1
2019-12-09 20:23:00,1
2019-12-09 20:29:00,1
2019-12-09 20:43:00,1
2019-12-09 21:12:00,1
2019-12-09 21:21:00,1
2019-12-09 21:49:00,1
2019-12-09 21:54:00,1
2019-12-09 22:05:00,1
2019-12-09 22:38:00,18
2019-12-09 22:39:00,25
2019-12-09 22:40:00,4
2019-12-09 23:28:00,1
