11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-13 14:07:00,1
2019-06-13 14:14:00,1
2019-06-13 14:20:00,1
2019-06-13 14:24:00,1
2019-06-13 14:30:00,1
2019-06-13 14:36:00,1
2019-06-13 14:41:00,1
2019-06-13 14:44:00,1
2019-06-13 14:53:00,1
2019-06-13 14:58:00,1
2019-06-13 15:04:00,1
