800,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-06-13 19:31:00,7
2019-06-13 19:32:00,60
2019-06-13 19:33:00,33
2019-06-13 20:15:00,47
2019-06-13 20:16:00,53
2019-06-13 20:40:00,54
2019-06-13 20:41:00,61
2019-06-13 20:42:00,62
2019-06-13 20:43:00,61
2019-06-13 20:44:00,62
2019-06-13 20:45:00,55
2019-06-13 20:46:00,61
2019-06-13 20:47:00,60
2019-06-13 20:48:00,24
2019-06-13 21:09:00,53
2019-06-13 21:10:00,47
