45,SELECT count(P.PetroMag_g) as num_QSOs
2019-06-13 20:46:00,3
2019-06-13 20:47:00,4
2019-06-13 20:48:00,3
2019-06-13 20:49:00,3
2019-06-13 20:50:00,4
2019-06-13 20:51:00,4
2019-06-13 20:52:00,2
2019-06-13 20:53:00,3
2019-06-13 20:54:00,3
2019-06-13 20:55:00,2
2019-06-13 20:56:00,3
2019-06-13 20:57:00,4
2019-06-13 20:58:00,3
2019-06-13 20:59:00,4
