3,"select yy, mm, dd, hh, mi, ss  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_to_#  from weblogall  where yy = # and mm between # and # and dd between # and # and mi between # and #"
2019-06-13 10:38:00,1
2019-06-13 10:58:00,1
2019-06-13 11:06:00,1
