1277,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-06-13 10:20:00,1
2019-06-13 10:21:00,1
2019-06-13 10:29:00,1
2019-06-13 10:43:00,3
2019-06-13 10:44:00,1
2019-06-13 10:45:00,1
2019-06-13 10:46:00,1
2019-06-13 10:49:00,2
2019-06-13 10:50:00,3
2019-06-13 10:51:00,2
2019-06-13 10:52:00,3
2019-06-13 10:53:00,1
2019-06-13 10:54:00,1
2019-06-13 10:55:00,7
2019-06-13 10:56:00,2
2019-06-13 10:58:00,1
2019-06-13 10:59:00,8
2019-06-13 11:00:00,5
2019-06-13 11:01:00,2
2019-06-13 11:02:00,2
2019-06-13 11:05:00,1
2019-06-13 11:06:00,2
2019-06-13 11:07:00,1
2019-06-13 11:08:00,1
2019-06-13 11:09:00,1
2019-06-13 11:10:00,1
2019-06-13 11:11:00,1
2019-06-13 11:12:00,1
2019-06-13 11:13:00,2
2019-06-13 11:14:00,4
2019-06-13 11:17:00,6
2019-06-13 11:18:00,2
2019-06-13 11:23:00,1
2019-06-13 11:24:00,8
2019-06-13 11:26:00,2
2019-06-13 11:27:00,3
2019-06-13 11:28:00,2
2019-06-13 11:29:00,3
2019-06-13 11:30:00,1
2019-06-13 11:31:00,3
2019-06-13 11:32:00,4
2019-06-13 11:33:00,2
2019-06-13 11:34:00,5
2019-06-13 11:35:00,5
2019-06-13 11:36:00,3
2019-06-13 11:38:00,3
2019-06-13 11:40:00,2
2019-06-13 11:41:00,1
2019-06-13 11:42:00,5
2019-06-13 11:45:00,3
2019-06-13 11:46:00,5
2019-06-13 11:47:00,2
2019-06-13 11:48:00,3
2019-06-13 11:49:00,3
2019-06-13 11:50:00,5
2019-06-13 11:51:00,4
2019-06-13 11:52:00,3
2019-06-13 11:53:00,2
2019-06-13 11:54:00,5
2019-06-13 11:55:00,5
2019-06-13 11:57:00,1
2019-06-13 12:00:00,2
2019-06-13 12:01:00,2
2019-06-13 12:02:00,2
2019-06-13 12:03:00,4
2019-06-13 12:04:00,1
2019-06-13 12:06:00,5
2019-06-13 12:07:00,5
2019-06-13 12:08:00,1
2019-06-13 12:09:00,5
2019-06-13 12:10:00,6
2019-06-13 12:11:00,3
