38,select * from fDocFunctionParams(&&&)
2019-06-13 00:44:00,1
2019-06-13 01:12:00,1
2019-06-13 02:22:00,1
2019-06-13 04:35:00,1
2019-06-13 05:41:00,1
2019-06-13 06:36:00,1
2019-06-13 06:40:00,1
2019-06-13 06:42:00,1
2019-06-13 07:22:00,1
2019-06-13 07:45:00,1
2019-06-13 07:47:00,2
2019-06-13 07:48:00,1
2019-06-13 07:52:00,1
2019-06-13 08:48:00,1
2019-06-13 10:11:00,1
2019-06-13 10:30:00,1
2019-06-13 10:56:00,1
2019-06-13 11:24:00,1
2019-06-13 12:31:00,1
2019-06-13 12:39:00,1
2019-06-13 12:43:00,1
2019-06-13 14:46:00,1
2019-06-13 15:34:00,1
2019-06-13 16:45:00,1
2019-06-13 16:49:00,1
2019-06-13 17:26:00,1
2019-06-13 18:38:00,1
2019-06-13 18:40:00,1
2019-06-13 19:01:00,1
2019-06-13 19:43:00,1
2019-06-13 20:19:00,1
2019-06-13 21:50:00,1
2019-06-13 21:52:00,1
2019-06-13 22:02:00,1
2019-06-13 22:21:00,1
2019-06-13 23:07:00,1
2019-06-13 23:41:00,1
