194,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-06-13 11:00:00,61
2019-06-13 11:01:00,100
2019-06-13 11:57:00,1
2019-06-13 11:58:00,1
2019-06-13 12:22:00,1
2019-06-13 12:32:00,1
2019-06-13 12:33:00,2
2019-06-13 12:34:00,2
2019-06-13 12:35:00,3
2019-06-13 12:36:00,3
2019-06-13 12:37:00,3
2019-06-13 12:38:00,3
2019-06-13 12:41:00,3
2019-06-13 12:42:00,3
2019-06-13 12:55:00,3
2019-06-13 16:01:00,1
2019-06-13 16:02:00,3
