4,"select top # s.*, c.* from MRscPlanck1 as s, cones.MRscPlanck1_BC0#_# as c where s.snapnum = # and s.galaxyID = c.galaxyID"
2019-05-15 03:48:00,1
2019-05-15 03:50:00,1
2019-05-15 03:53:00,1
2019-05-15 04:04:00,1
