5,"SELECT   p.objid,p.ra,p.dec,p.u,p.g,p.r,p.i,p.z,  s.specobjid, s.class, s.z as redshift FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   p.r BETWEEN # AND #"
2019-05-15 16:36:00,1
2019-05-15 16:38:00,1
2019-05-15 16:40:00,1
2019-05-15 16:41:00,1
2019-05-15 16:43:00,1
