17,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-05-15 00:16:00,1
2019-05-15 01:47:00,1
2019-05-15 01:48:00,1
2019-05-15 02:10:00,2
2019-05-15 02:16:00,1
2019-05-15 03:40:00,1
2019-05-15 09:01:00,1
2019-05-15 09:19:00,1
2019-05-15 11:23:00,1
2019-05-15 11:24:00,2
2019-05-15 12:16:00,1
2019-05-15 12:17:00,1
2019-05-15 12:18:00,1
2019-05-15 12:30:00,1
2019-05-15 20:00:00,1
