31,select * from wise_xmatch x join wise_allsky a on x.wise_cntr=a.cntr where x.sdss_objid=#
2019-05-15 02:05:00,1
2019-05-15 06:08:00,1
2019-05-15 12:08:00,1
2019-05-15 18:07:00,10
2019-05-15 18:08:00,5
2019-05-15 19:29:00,1
2019-05-15 20:18:00,1
2019-05-15 20:37:00,1
2019-05-15 21:35:00,1
2019-05-15 21:36:00,1
2019-05-15 21:37:00,1
2019-05-15 21:55:00,1
2019-05-15 21:57:00,1
2019-05-15 21:58:00,1
2019-05-15 21:59:00,1
2019-05-15 22:00:00,1
2019-05-15 22:01:00,1
2019-05-15 23:19:00,1
