35,select * from galSpecLine where specObjId=#
2019-05-15 00:33:00,1
2019-05-15 01:00:00,1
2019-05-15 01:34:00,2
2019-05-15 03:34:00,1
2019-05-15 03:38:00,1
2019-05-15 04:56:00,2
2019-05-15 07:39:00,3
2019-05-15 09:26:00,1
2019-05-15 09:57:00,1
2019-05-15 10:00:00,1
2019-05-15 11:59:00,1
2019-05-15 12:01:00,1
2019-05-15 12:55:00,1
2019-05-15 13:09:00,3
2019-05-15 13:10:00,3
2019-05-15 13:24:00,1
2019-05-15 15:17:00,1
2019-05-15 15:28:00,1
2019-05-15 17:22:00,1
2019-05-15 18:26:00,2
2019-05-15 18:27:00,1
2019-05-15 18:35:00,1
2019-05-15 20:32:00,1
2019-05-15 20:35:00,1
2019-05-15 22:07:00,1
2019-05-15 23:19:00,1
