242,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-07-04 04:38:00,1
2019-07-04 04:40:00,1
2019-07-04 04:41:00,1
2019-07-04 04:45:00,2
2019-07-04 04:50:00,1
2019-07-04 04:51:00,1
2019-07-04 04:52:00,1
2019-07-04 04:54:00,1
2019-07-04 04:55:00,1
2019-07-04 04:56:00,1
2019-07-04 05:01:00,1
2019-07-04 05:17:00,2
2019-07-04 05:19:00,1
2019-07-04 05:20:00,1
2019-07-04 05:25:00,1
2019-07-04 05:31:00,1
2019-07-04 05:41:00,2
2019-07-04 05:59:00,2
2019-07-04 06:01:00,1
2019-07-04 06:02:00,1
2019-07-04 06:06:00,1
2019-07-04 06:07:00,1
2019-07-04 06:12:00,1
2019-07-04 06:23:00,1
2019-07-04 06:24:00,1
2019-07-04 06:29:00,2
2019-07-04 06:33:00,1
2019-07-04 06:44:00,1
2019-07-04 06:45:00,1
2019-07-04 06:50:00,1
2019-07-04 06:52:00,1
2019-07-04 06:54:00,2
2019-07-04 06:55:00,1
2019-07-04 06:59:00,1
2019-07-04 07:03:00,1
2019-07-04 07:04:00,1
2019-07-04 07:16:00,1
2019-07-04 07:17:00,1
2019-07-04 07:22:00,1
2019-07-04 07:23:00,1
2019-07-04 07:28:00,1
2019-07-04 07:38:00,1
2019-07-04 07:39:00,1
2019-07-04 07:45:00,1
2019-07-04 07:50:00,1
2019-07-04 07:51:00,1
2019-07-04 07:52:00,1
2019-07-04 07:57:00,1
2019-07-04 07:58:00,2
2019-07-04 08:09:00,2
2019-07-04 08:15:00,2
2019-07-04 08:17:00,1
2019-07-04 08:35:00,2
2019-07-04 08:53:00,1
2019-07-04 08:54:00,1
2019-07-04 08:57:00,1
2019-07-04 09:13:00,1
2019-07-04 09:17:00,1
2019-07-04 09:18:00,1
2019-07-04 09:20:00,2
2019-07-04 09:22:00,2
2019-07-04 09:27:00,1
2019-07-04 09:37:00,1
2019-07-04 09:42:00,2
2019-07-04 09:43:00,1
2019-07-04 09:55:00,2
2019-07-04 09:59:00,2
2019-07-04 10:05:00,1
2019-07-04 10:20:00,1
2019-07-04 10:28:00,2
2019-07-04 10:33:00,2
2019-07-04 10:40:00,1
2019-07-04 10:45:00,2
2019-07-04 10:50:00,1
2019-07-04 10:51:00,2
2019-07-04 10:56:00,1
2019-07-04 11:01:00,1
2019-07-04 11:06:00,1
2019-07-04 11:07:00,2
2019-07-04 11:09:00,2
2019-07-04 11:11:00,2
2019-07-04 11:13:00,1
2019-07-04 11:18:00,2
2019-07-04 11:22:00,1
2019-07-04 11:40:00,1
2019-07-04 11:41:00,1
2019-07-04 11:44:00,2
2019-07-04 11:47:00,2
2019-07-04 11:49:00,2
2019-07-04 12:01:00,1
2019-07-04 12:02:00,1
2019-07-04 12:09:00,2
2019-07-04 12:13:00,2
2019-07-04 12:14:00,1
2019-07-04 12:15:00,1
2019-07-04 12:29:00,2
2019-07-04 12:33:00,2
2019-07-04 12:35:00,1
2019-07-04 12:36:00,1
2019-07-04 12:37:00,1
2019-07-04 12:41:00,2
2019-07-04 12:43:00,2
2019-07-04 12:49:00,2
2019-07-04 12:58:00,2
2019-07-04 13:11:00,1
2019-07-04 13:12:00,1
2019-07-04 13:18:00,2
2019-07-04 13:20:00,1
2019-07-04 13:21:00,1
2019-07-04 13:22:00,1
2019-07-04 13:24:00,1
2019-07-04 13:27:00,1
2019-07-04 13:32:00,2
2019-07-04 13:34:00,1
2019-07-04 13:38:00,1
2019-07-04 13:39:00,1
2019-07-04 13:41:00,2
2019-07-04 13:47:00,1
2019-07-04 13:51:00,1
2019-07-04 13:52:00,1
2019-07-04 14:06:00,1
2019-07-04 14:07:00,1
2019-07-04 14:12:00,2
2019-07-04 14:18:00,1
2019-07-04 14:22:00,1
2019-07-04 14:23:00,1
2019-07-04 14:24:00,1
2019-07-04 14:29:00,2
2019-07-04 14:34:00,1
2019-07-04 14:41:00,2
2019-07-04 14:43:00,1
2019-07-04 14:44:00,1
2019-07-04 14:48:00,1
2019-07-04 14:49:00,1
2019-07-04 14:50:00,1
2019-07-04 14:54:00,2
2019-07-04 14:55:00,1
2019-07-04 15:08:00,1
2019-07-04 15:09:00,1
2019-07-04 15:11:00,1
2019-07-04 15:12:00,1
2019-07-04 15:17:00,1
2019-07-04 15:18:00,1
2019-07-04 15:21:00,2
2019-07-04 15:27:00,2
2019-07-04 15:33:00,1
2019-07-04 15:37:00,1
2019-07-04 15:38:00,1
2019-07-04 15:43:00,1
2019-07-04 15:46:00,1
2019-07-04 15:50:00,2
2019-07-04 15:51:00,1
2019-07-04 15:52:00,1
2019-07-04 15:55:00,2
2019-07-04 16:00:00,1
2019-07-04 16:04:00,2
2019-07-04 16:06:00,1
2019-07-04 16:07:00,1
2019-07-04 16:10:00,2
2019-07-04 16:15:00,1
2019-07-04 16:16:00,1
2019-07-04 16:31:00,2
2019-07-04 16:33:00,1
2019-07-04 16:39:00,2
2019-07-04 16:49:00,2
2019-07-04 16:51:00,2
2019-07-04 16:53:00,1
2019-07-04 16:58:00,1
2019-07-04 17:02:00,2
2019-07-04 17:05:00,1
2019-07-04 17:15:00,2
2019-07-04 17:27:00,1
2019-07-04 17:28:00,1
2019-07-04 17:46:00,2
2019-07-04 17:49:00,1
2019-07-04 17:50:00,1
2019-07-04 18:03:00,1
2019-07-04 18:04:00,1
2019-07-04 18:05:00,1
2019-07-04 18:07:00,2
2019-07-04 18:20:00,1
2019-07-04 18:25:00,1
2019-07-04 18:26:00,1
2019-07-04 18:27:00,1
2019-07-04 18:31:00,1
2019-07-04 18:34:00,1
2019-07-04 18:40:00,1
