421,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-07-04 00:04:00,42
2019-07-04 01:05:00,42
2019-07-04 01:42:00,18
2019-07-04 01:50:00,1
2019-07-04 03:55:00,42
2019-07-04 08:48:00,42
2019-07-04 09:34:00,1
2019-07-04 10:15:00,42
2019-07-04 10:16:00,1
2019-07-04 10:25:00,42
2019-07-04 10:26:00,1
2019-07-04 10:29:00,42
2019-07-04 10:48:00,42
2019-07-04 10:57:00,1
2019-07-04 13:15:00,1
2019-07-04 13:35:00,1
2019-07-04 14:00:00,1
2019-07-04 14:07:00,1
2019-07-04 14:26:00,1
2019-07-04 14:38:00,18
2019-07-04 14:42:00,1
2019-07-04 14:53:00,18
2019-07-04 14:56:00,1
2019-07-04 14:59:00,1
2019-07-04 15:08:00,1
2019-07-04 15:27:00,1
2019-07-04 15:47:00,1
2019-07-04 16:16:00,1
2019-07-04 16:17:00,1
2019-07-04 16:18:00,1
2019-07-04 16:42:00,1
2019-07-04 17:06:00,1
2019-07-04 17:36:00,1
2019-07-04 18:07:00,1
2019-07-04 18:09:00,1
2019-07-04 18:10:00,1
2019-07-04 18:38:00,1
2019-07-04 18:39:00,1
2019-07-04 18:59:00,1
2019-07-04 19:02:00,1
2019-07-04 19:11:00,1
2019-07-04 19:23:00,1
