105,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-07-04 00:45:00,1
2019-07-04 01:45:00,1
2019-07-04 02:45:00,1
2019-07-04 03:45:00,1
2019-07-04 04:15:00,1
2019-07-04 04:38:00,2
2019-07-04 04:39:00,7
2019-07-04 04:45:00,1
2019-07-04 05:45:00,1
2019-07-04 06:05:00,9
2019-07-04 06:36:00,9
2019-07-04 06:45:00,1
2019-07-04 07:45:00,1
2019-07-04 08:42:00,1
2019-07-04 08:45:00,1
2019-07-04 08:48:00,1
2019-07-04 08:51:00,1
2019-07-04 08:53:00,9
2019-07-04 09:21:00,1
2019-07-04 09:35:00,1
2019-07-04 09:40:00,1
2019-07-04 09:45:00,1
2019-07-04 10:45:00,1
2019-07-04 11:45:00,1
2019-07-04 12:45:00,1
2019-07-04 13:46:00,1
2019-07-04 14:45:00,1
2019-07-04 15:45:00,1
2019-07-04 16:10:00,5
2019-07-04 16:11:00,4
2019-07-04 16:22:00,1
2019-07-04 16:23:00,2
2019-07-04 16:24:00,3
2019-07-04 16:45:00,1
2019-07-04 17:19:00,9
2019-07-04 17:24:00,9
2019-07-04 17:46:00,1
2019-07-04 18:45:00,1
2019-07-04 19:45:00,1
2019-07-04 20:01:00,1
2019-07-04 20:02:00,8
