3,"SELECT po.objID, po.ra , po.raErr, po.dec, po.decErr, so.z, so.zErr, po.modelMag_u, po.modelMagErr_u, po.modelMag_g, po.modelMagErr_g, po.modelMag_r, po.modelMagErr_r FROM PhotoObj as po JOIN SpecObj as so ON so.bestObjID=po.objID WHERE po.ra BETWEEN # and # AND po.dec BETWEEN # and # AND so.z < # AND so.z > # AND po.type=#"
2019-07-04 05:12:00,1
2019-07-04 05:14:00,1
2019-07-04 05:29:00,1
