41,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-07-04 03:04:00,1
2019-07-04 03:10:00,1
2019-07-04 03:13:00,1
2019-07-04 03:17:00,1
2019-07-04 03:20:00,1
2019-07-04 03:22:00,1
2019-07-04 03:24:00,1
2019-07-04 03:26:00,1
2019-07-04 03:28:00,1
2019-07-04 03:31:00,1
2019-07-04 03:33:00,1
2019-07-04 03:35:00,1
2019-07-04 03:37:00,1
2019-07-04 03:39:00,1
2019-07-04 03:42:00,1
2019-07-04 03:43:00,1
2019-07-04 03:45:00,1
2019-07-04 03:48:00,1
2019-07-04 03:49:00,1
2019-07-04 03:52:00,1
2019-07-04 03:54:00,1
2019-07-04 03:57:00,1
2019-07-04 03:59:00,1
2019-07-04 04:00:00,1
2019-07-04 04:03:00,1
2019-07-04 04:05:00,1
2019-07-04 04:07:00,1
2019-07-04 04:50:00,1
2019-07-04 04:52:00,1
2019-07-04 04:59:00,2
2019-07-04 05:00:00,1
2019-07-04 05:02:00,1
2019-07-04 05:04:00,1
2019-07-04 05:11:00,1
2019-07-04 05:12:00,1
2019-07-04 05:13:00,1
2019-07-04 05:14:00,1
2019-07-04 08:09:00,1
2019-07-04 08:14:00,1
2019-07-04 08:22:00,1
