333,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-08-31 09:29:00,1
2019-08-31 10:58:00,1
2019-08-31 10:59:00,1
2019-08-31 13:27:00,2
2019-08-31 13:28:00,2
2019-08-31 13:29:00,2
2019-08-31 13:30:00,2
2019-08-31 13:31:00,2
2019-08-31 13:32:00,1
2019-08-31 13:33:00,3
2019-08-31 13:34:00,2
2019-08-31 13:35:00,1
2019-08-31 13:36:00,2
2019-08-31 13:37:00,2
2019-08-31 13:38:00,2
2019-08-31 13:39:00,2
2019-08-31 13:40:00,2
2019-08-31 13:41:00,2
2019-08-31 13:42:00,1
2019-08-31 13:43:00,2
2019-08-31 13:44:00,2
2019-08-31 13:45:00,2
2019-08-31 13:46:00,2
2019-08-31 13:47:00,1
2019-08-31 13:48:00,2
2019-08-31 13:49:00,2
2019-08-31 13:50:00,2
2019-08-31 13:51:00,2
2019-08-31 13:52:00,1
2019-08-31 13:53:00,2
2019-08-31 13:54:00,2
2019-08-31 13:55:00,2
2019-08-31 13:56:00,2
2019-08-31 13:57:00,2
2019-08-31 13:58:00,2
2019-08-31 13:59:00,2
2019-08-31 14:00:00,2
2019-08-31 14:01:00,1
2019-08-31 14:02:00,2
2019-08-31 14:03:00,2
2019-08-31 14:04:00,2
2019-08-31 14:05:00,2
2019-08-31 14:06:00,2
2019-08-31 14:07:00,2
2019-08-31 14:08:00,2
2019-08-31 14:09:00,2
2019-08-31 14:10:00,2
2019-08-31 14:11:00,2
2019-08-31 14:12:00,2
2019-08-31 14:13:00,1
2019-08-31 14:14:00,2
2019-08-31 14:15:00,2
2019-08-31 14:16:00,2
2019-08-31 14:17:00,2
2019-08-31 14:18:00,2
2019-08-31 14:19:00,2
2019-08-31 14:20:00,2
2019-08-31 14:21:00,2
2019-08-31 14:22:00,2
2019-08-31 14:23:00,2
2019-08-31 14:24:00,1
2019-08-31 14:25:00,2
2019-08-31 14:26:00,2
2019-08-31 14:27:00,2
2019-08-31 14:28:00,2
2019-08-31 14:29:00,2
2019-08-31 14:30:00,2
2019-08-31 14:31:00,2
2019-08-31 14:32:00,2
2019-08-31 14:33:00,2
2019-08-31 14:34:00,2
2019-08-31 14:35:00,2
2019-08-31 14:36:00,2
2019-08-31 14:37:00,1
2019-08-31 14:38:00,2
2019-08-31 14:39:00,2
2019-08-31 14:40:00,2
2019-08-31 14:41:00,2
2019-08-31 14:42:00,2
2019-08-31 14:43:00,2
2019-08-31 14:44:00,2
2019-08-31 14:45:00,2
2019-08-31 14:46:00,2
2019-08-31 14:47:00,2
2019-08-31 14:48:00,2
2019-08-31 14:49:00,2
2019-08-31 14:50:00,2
2019-08-31 14:51:00,2
2019-08-31 14:52:00,1
2019-08-31 14:53:00,2
2019-08-31 14:54:00,2
2019-08-31 14:55:00,2
2019-08-31 14:56:00,2
2019-08-31 14:57:00,2
2019-08-31 14:58:00,2
2019-08-31 14:59:00,2
2019-08-31 15:00:00,2
2019-08-31 15:01:00,2
2019-08-31 15:02:00,2
2019-08-31 15:03:00,2
2019-08-31 15:04:00,2
2019-08-31 15:05:00,2
2019-08-31 15:06:00,2
2019-08-31 15:07:00,2
2019-08-31 15:08:00,2
2019-08-31 15:09:00,2
2019-08-31 15:10:00,2
2019-08-31 15:11:00,2
2019-08-31 15:12:00,2
2019-08-31 15:13:00,2
2019-08-31 15:14:00,2
2019-08-31 15:15:00,2
2019-08-31 15:16:00,2
2019-08-31 15:17:00,2
2019-08-31 15:18:00,2
2019-08-31 15:19:00,2
2019-08-31 15:20:00,2
2019-08-31 15:21:00,2
2019-08-31 15:22:00,2
2019-08-31 15:23:00,2
2019-08-31 15:24:00,2
2019-08-31 15:25:00,2
2019-08-31 15:26:00,1
2019-08-31 15:27:00,2
2019-08-31 15:28:00,2
2019-08-31 15:29:00,2
2019-08-31 15:30:00,2
2019-08-31 15:31:00,2
2019-08-31 15:32:00,2
2019-08-31 15:33:00,2
2019-08-31 15:34:00,2
2019-08-31 15:35:00,2
2019-08-31 15:36:00,2
2019-08-31 15:37:00,2
2019-08-31 15:38:00,2
2019-08-31 15:39:00,2
2019-08-31 15:40:00,2
2019-08-31 15:41:00,2
2019-08-31 15:42:00,2
2019-08-31 15:43:00,2
2019-08-31 15:44:00,2
2019-08-31 15:45:00,2
2019-08-31 15:46:00,2
2019-08-31 15:47:00,1
2019-08-31 15:48:00,2
2019-08-31 15:49:00,2
2019-08-31 15:50:00,2
2019-08-31 15:51:00,2
2019-08-31 15:52:00,2
2019-08-31 15:53:00,2
2019-08-31 15:54:00,2
2019-08-31 15:55:00,2
2019-08-31 15:56:00,2
2019-08-31 15:57:00,2
2019-08-31 15:58:00,2
2019-08-31 15:59:00,2
2019-08-31 16:00:00,2
2019-08-31 16:01:00,2
2019-08-31 16:02:00,2
2019-08-31 16:03:00,2
2019-08-31 16:04:00,1
2019-08-31 16:05:00,2
2019-08-31 16:06:00,2
2019-08-31 16:07:00,2
2019-08-31 16:08:00,1
2019-08-31 16:09:00,2
2019-08-31 16:10:00,1
2019-08-31 16:11:00,2
2019-08-31 16:12:00,2
2019-08-31 16:13:00,1
2019-08-31 16:14:00,1
2019-08-31 16:15:00,2
2019-08-31 16:16:00,2
2019-08-31 16:17:00,2
2019-08-31 16:18:00,2
2019-08-31 16:19:00,2
