78,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-08-31 01:35:00,1
2019-08-31 04:35:00,2
2019-08-31 05:35:00,3
2019-08-31 07:35:00,2
2019-08-31 09:35:00,1
2019-08-31 10:35:00,1
2019-08-31 11:35:00,11
2019-08-31 13:35:00,4
2019-08-31 14:35:00,3
2019-08-31 15:35:00,6
2019-08-31 16:35:00,11
2019-08-31 17:35:00,1
2019-08-31 18:05:00,8
2019-08-31 18:40:00,3
2019-08-31 19:35:00,2
2019-08-31 20:05:00,3
2019-08-31 20:35:00,2
2019-08-31 21:35:00,1
2019-08-31 22:05:00,1
2019-08-31 22:35:00,3
2019-08-31 23:35:00,9
