2,"SELECT d.dr7ObjID,s.specObjID,s.plate,s.fiberid,s.mjd,s.ra,s.dec,s.z,gl.sigmaStars,gl.sigmaStarsErr,gl.bpt,   gl.Flux_OII_#,gl.Flux_OII_#_Err,gl.EW_OII_#,gl.EW_OII_#_Err,gl.Flux_OII_#,gl.Flux_OII_#_Err,gl.EW_OII_#,gl.EW_OII_#_Err,   gl.Flux_NeIII_#, gl.Flux_NeIII_#,gl.Sigma_Hb_#,gl.Sigma_Hb_#_Err,gl.Flux_Hb_#,gl.Flux_Hb_#_Err,gl.V_OIII_#,gl.V_OIII_#_Err,   gl.Sigma_OIII_#, gl.Sigma_OIII_#_Err,gl.Flux_OIII_#,gl.Flux_OIII_#_Err,gl.Flux_OI_#,gl.Flux_OI_#_Err,gl.Sigma_Ha_#,gl.Sigma_Ha_#_Err,gl.EW_Ha_#,   gl.Flux_Ha_#,gl.Flux_Ha_#_Err,gl.Flux_Cont_Ha_#,gl.Flux_NII_#,gl.Flux_NII_#_Err,gl.Flux_SII_#,gl.Flux_SII_#_Err,gl.Flux_SII_#,gl.Flux_SII_#_Err,   gp.vdisp_median,gp.vdisp_err,gp.mstellar_median,gp.mstellar_err,   ph.petroR5#_r,ph.petroR9#_r,ph.petroR5#_i,ph.petroR9#_i,ph.petroR5#_z,ph.petroR9#_z from SpecObj as s into mydb.test_emission_z0#sample    JOIN photoobjall as ph on s.bestObjID=ph.objID   JOIN emissionLinesPort as gl on s.specObjID=gl.specObjID JOIN stellarMassPCAWiscM1# as gp on s.specObjID=gp.specObjID    FULL JOIN specDR7 as d on d.specObjID =s.specObjID        WHERE s.z BETWEEN # AND #     AND  gl.Flux_OIII_#/NULLIF(gl.Flux_OIII_#_Err,#) > #     AND  gl.Flux_Ha_#/NULLIF(gl.Flux_Ha_#_Err,#) > #     AND  gl.Flux_Hb_#/NULLIF(gl.Flux_Hb_#_Err,#) > #     AND  gl.Flux_NII_#/NULLIF(gl.Flux_NII_#_Err,#) > #     AND  gl.Flux_OI_#/NULLIF(gl.Flux_OI_#_Err,#) > #     AND  gl.Flux_SII_#/NULLIF(gl.Flux_SII_#_Err,#) > #     AND  gl.Flux_SII_#/NULLIF(gl.Flux_SII_#_Err,#) > #     AND  gp.mstellar_median > #"
2019-08-31 02:47:00,1
2019-08-31 02:48:00,1
