1347,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-08-31 00:01:00,7
2019-08-31 00:08:00,2
2019-08-31 00:11:00,7
2019-08-31 00:18:00,2
2019-08-31 00:21:00,7
2019-08-31 00:28:00,3
2019-08-31 00:31:00,7
2019-08-31 00:38:00,2
2019-08-31 00:41:00,7
2019-08-31 00:48:00,2
2019-08-31 00:51:00,7
2019-08-31 00:58:00,3
2019-08-31 01:01:00,7
2019-08-31 01:08:00,2
2019-08-31 01:11:00,7
2019-08-31 01:18:00,2
2019-08-31 01:21:00,7
2019-08-31 01:28:00,2
2019-08-31 01:31:00,7
2019-08-31 01:38:00,2
2019-08-31 01:41:00,7
2019-08-31 01:48:00,2
2019-08-31 01:51:00,7
2019-08-31 01:58:00,2
2019-08-31 02:01:00,7
2019-08-31 02:08:00,2
2019-08-31 02:11:00,7
2019-08-31 02:18:00,2
2019-08-31 02:21:00,7
2019-08-31 02:28:00,2
2019-08-31 02:31:00,7
2019-08-31 02:38:00,2
2019-08-31 02:41:00,7
2019-08-31 02:48:00,2
2019-08-31 02:51:00,7
2019-08-31 02:58:00,2
2019-08-31 03:01:00,7
2019-08-31 03:08:00,3
2019-08-31 03:11:00,7
2019-08-31 03:18:00,3
2019-08-31 03:21:00,8
2019-08-31 03:28:00,2
2019-08-31 03:31:00,8
2019-08-31 03:38:00,2
2019-08-31 03:41:00,7
2019-08-31 03:49:00,2
2019-08-31 03:51:00,8
2019-08-31 03:59:00,2
2019-08-31 04:01:00,7
2019-08-31 04:09:00,2
2019-08-31 04:11:00,7
2019-08-31 04:19:00,3
2019-08-31 04:21:00,7
2019-08-31 04:29:00,2
2019-08-31 04:31:00,8
2019-08-31 04:39:00,2
2019-08-31 04:41:00,7
2019-08-31 04:49:00,2
2019-08-31 04:51:00,7
2019-08-31 04:59:00,2
2019-08-31 05:01:00,8
2019-08-31 05:09:00,2
2019-08-31 05:11:00,7
2019-08-31 05:19:00,2
2019-08-31 05:21:00,7
2019-08-31 05:29:00,2
2019-08-31 05:31:00,7
2019-08-31 05:39:00,2
2019-08-31 05:41:00,7
2019-08-31 05:49:00,2
2019-08-31 05:51:00,9
2019-08-31 05:59:00,2
2019-08-31 06:01:00,7
2019-08-31 06:09:00,2
2019-08-31 06:11:00,7
2019-08-31 06:19:00,2
2019-08-31 06:21:00,7
2019-08-31 06:29:00,2
2019-08-31 06:31:00,7
2019-08-31 06:39:00,2
2019-08-31 06:41:00,7
2019-08-31 06:49:00,2
2019-08-31 06:51:00,7
2019-08-31 06:59:00,2
2019-08-31 07:01:00,7
2019-08-31 07:09:00,2
2019-08-31 07:11:00,7
2019-08-31 07:19:00,2
2019-08-31 07:21:00,7
2019-08-31 07:29:00,2
2019-08-31 07:31:00,7
2019-08-31 07:39:00,2
2019-08-31 07:41:00,7
2019-08-31 07:49:00,2
2019-08-31 07:51:00,7
2019-08-31 07:59:00,3
2019-08-31 08:01:00,7
2019-08-31 08:09:00,3
2019-08-31 08:11:00,7
2019-08-31 08:19:00,2
2019-08-31 08:21:00,7
2019-08-31 08:29:00,2
2019-08-31 08:31:00,8
2019-08-31 08:39:00,2
2019-08-31 08:41:00,8
2019-08-31 08:49:00,3
2019-08-31 08:51:00,8
2019-08-31 08:59:00,2
2019-08-31 09:01:00,9
2019-08-31 09:09:00,2
2019-08-31 09:11:00,8
2019-08-31 09:19:00,2
2019-08-31 09:21:00,7
2019-08-31 09:29:00,2
