119,select * from dbo.fDocColumns(&&&)
2019-01-19 00:00:00,1
2019-01-19 00:08:00,3
2019-01-19 00:10:00,2
2019-01-19 00:23:00,1
2019-01-19 01:45:00,2
2019-01-19 02:08:00,1
2019-01-19 03:36:00,1
2019-01-19 03:43:00,1
2019-01-19 03:48:00,2
2019-01-19 04:01:00,1
2019-01-19 04:19:00,1
2019-01-19 04:31:00,2
2019-01-19 04:53:00,1
2019-01-19 05:08:00,1
2019-01-19 05:10:00,1
2019-01-19 05:22:00,3
2019-01-19 05:41:00,1
2019-01-19 06:23:00,1
2019-01-19 06:44:00,3
2019-01-19 06:45:00,6
2019-01-19 06:46:00,3
2019-01-19 07:06:00,2
2019-01-19 07:07:00,1
2019-01-19 07:34:00,1
2019-01-19 07:55:00,1
2019-01-19 08:46:00,1
2019-01-19 08:48:00,1
2019-01-19 10:47:00,1
2019-01-19 11:14:00,1
2019-01-19 11:19:00,1
2019-01-19 11:20:00,1
2019-01-19 11:53:00,2
2019-01-19 12:32:00,2
2019-01-19 13:16:00,1
2019-01-19 13:19:00,1
2019-01-19 13:29:00,1
2019-01-19 13:44:00,2
2019-01-19 13:48:00,1
2019-01-19 14:02:00,1
2019-01-19 14:09:00,1
2019-01-19 14:10:00,1
2019-01-19 14:24:00,1
2019-01-19 14:31:00,1
2019-01-19 14:33:00,1
2019-01-19 14:39:00,2
2019-01-19 14:59:00,1
2019-01-19 15:01:00,3
2019-01-19 15:07:00,2
2019-01-19 15:12:00,1
2019-01-19 15:13:00,5
2019-01-19 15:14:00,2
2019-01-19 15:16:00,1
2019-01-19 15:17:00,1
2019-01-19 15:27:00,2
2019-01-19 15:37:00,1
2019-01-19 15:40:00,1
2019-01-19 15:43:00,1
2019-01-19 15:44:00,1
2019-01-19 15:45:00,2
2019-01-19 16:50:00,1
2019-01-19 17:09:00,1
2019-01-19 17:17:00,1
2019-01-19 17:29:00,1
2019-01-19 17:52:00,1
2019-01-19 18:37:00,2
2019-01-19 19:44:00,2
2019-01-19 20:05:00,2
2019-01-19 21:16:00,1
2019-01-19 21:18:00,1
2019-01-19 21:44:00,1
2019-01-19 22:05:00,11
2019-01-19 22:13:00,2
2019-01-19 22:31:00,1
