8645,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-04-18 00:45:00,1
2019-04-18 01:44:00,1
2019-04-18 02:45:00,1
2019-04-18 03:13:00,7
2019-04-18 03:44:00,1
2019-04-18 04:19:00,1
2019-04-18 04:45:00,1
2019-04-18 05:44:00,1
2019-04-18 05:47:00,150
2019-04-18 05:48:00,211
2019-04-18 05:49:00,215
2019-04-18 05:50:00,213
2019-04-18 05:51:00,211
2019-04-18 05:52:00,204
2019-04-18 05:53:00,211
2019-04-18 05:54:00,213
2019-04-18 05:55:00,210
2019-04-18 05:56:00,220
2019-04-18 05:57:00,209
2019-04-18 05:58:00,227
2019-04-18 05:59:00,214
2019-04-18 06:00:00,205
2019-04-18 06:01:00,210
2019-04-18 06:02:00,166
2019-04-18 06:03:00,211
2019-04-18 06:04:00,209
2019-04-18 06:05:00,211
2019-04-18 06:06:00,219
2019-04-18 06:07:00,223
2019-04-18 06:08:00,222
2019-04-18 06:09:00,220
2019-04-18 06:10:00,206
2019-04-18 06:11:00,222
2019-04-18 06:12:00,201
2019-04-18 06:13:00,206
2019-04-18 06:14:00,225
2019-04-18 06:15:00,217
2019-04-18 06:16:00,223
2019-04-18 06:17:00,236
2019-04-18 06:18:00,205
2019-04-18 06:19:00,216
2019-04-18 06:20:00,222
2019-04-18 06:21:00,232
2019-04-18 06:22:00,217
2019-04-18 06:23:00,209
2019-04-18 06:24:00,212
2019-04-18 06:25:00,196
2019-04-18 06:26:00,221
2019-04-18 06:27:00,58
2019-04-18 06:28:00,13
2019-04-18 06:40:00,1
2019-04-18 06:44:00,1
2019-04-18 06:58:00,1
2019-04-18 07:44:00,1
2019-04-18 08:45:00,1
2019-04-18 09:45:00,1
2019-04-18 10:03:00,6
2019-04-18 10:04:00,3
2019-04-18 10:11:00,9
2019-04-18 10:46:00,1
2019-04-18 11:45:00,1
2019-04-18 12:45:00,1
2019-04-18 13:38:00,9
2019-04-18 13:45:00,1
2019-04-18 14:45:00,1
2019-04-18 14:59:00,9
2019-04-18 15:22:00,9
2019-04-18 15:45:00,1
2019-04-18 15:48:00,9
2019-04-18 16:03:00,1
2019-04-18 16:10:00,1
2019-04-18 16:45:00,1
2019-04-18 17:45:00,1
2019-04-18 17:54:00,9
2019-04-18 18:03:00,9
2019-04-18 18:47:00,1
2019-04-18 20:01:00,1
