24,select * from galSpecLine where specObjId=#
2019-04-18 01:54:00,1
2019-04-18 03:33:00,1
2019-04-18 05:00:00,1
2019-04-18 05:36:00,1
2019-04-18 06:00:00,1
2019-04-18 06:12:00,1
2019-04-18 06:55:00,1
2019-04-18 08:33:00,1
2019-04-18 09:23:00,1
2019-04-18 10:56:00,1
2019-04-18 13:23:00,1
2019-04-18 14:15:00,1
2019-04-18 15:39:00,1
2019-04-18 16:12:00,1
2019-04-18 18:10:00,1
2019-04-18 19:09:00,1
2019-04-18 19:21:00,1
2019-04-18 19:34:00,1
2019-04-18 21:10:00,1
2019-04-18 22:21:00,1
2019-04-18 22:32:00,1
2019-04-18 23:23:00,1
2019-04-18 23:27:00,1
2019-04-18 23:40:00,1
