75,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-18 07:16:00,1
2019-04-18 07:47:00,1
2019-04-18 09:34:00,1
2019-04-18 10:25:00,10
2019-04-18 12:30:00,1
2019-04-18 12:35:00,7
2019-04-18 13:08:00,1
2019-04-18 13:34:00,10
2019-04-18 13:37:00,1
2019-04-18 13:57:00,1
2019-04-18 14:38:00,1
2019-04-18 14:42:00,7
2019-04-18 16:15:00,1
2019-04-18 16:32:00,1
2019-04-18 18:12:00,1
2019-04-18 19:03:00,10
2019-04-18 22:49:00,10
2019-04-18 23:09:00,10
