6,"SELECT TOP # gsl.oii_#_reqw, gsl.oii_#_reqw_err, p.objid, p.ra,p.dec,p.petror9#_r, p.dered_g   FROM Galaxy as p    JOIN galSpecLine AS gsl ON p.specobjid = gsl.specobjid"
2019-04-18 14:59:00,1
2019-04-18 15:12:00,1
2019-04-18 15:13:00,2
2019-04-18 15:14:00,1
2019-04-18 15:16:00,1
