1555,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-18 00:03:00,2
2019-04-18 00:09:00,1
2019-04-18 00:26:00,1
2019-04-18 00:36:00,1
2019-04-18 00:52:00,1
2019-04-18 01:05:00,1
2019-04-18 01:16:00,1
2019-04-18 01:32:00,6
2019-04-18 02:16:00,6
2019-04-18 02:21:00,1
2019-04-18 02:26:00,1
2019-04-18 03:14:00,1
2019-04-18 03:29:00,1
2019-04-18 03:33:00,7
2019-04-18 03:53:00,2
2019-04-18 03:59:00,2
2019-04-18 04:05:00,1
2019-04-18 04:11:00,1
2019-04-18 04:17:00,1
2019-04-18 04:23:00,3
2019-04-18 04:40:00,1
2019-04-18 04:48:00,1
2019-04-18 04:52:00,2
2019-04-18 04:57:00,2
2019-04-18 05:04:00,1
2019-04-18 05:05:00,1
2019-04-18 05:09:00,1
2019-04-18 05:15:00,1
2019-04-18 05:22:00,1
2019-04-18 05:29:00,3
2019-04-18 05:36:00,5
2019-04-18 05:49:00,2
2019-04-18 05:54:00,1
2019-04-18 06:10:00,2
2019-04-18 06:17:00,1
2019-04-18 06:37:00,1
2019-04-18 06:44:00,10
2019-04-18 06:50:00,8
2019-04-18 06:51:00,2
2019-04-18 06:58:00,10
2019-04-18 07:04:00,10
2019-04-18 07:10:00,10
2019-04-18 07:15:00,9
2019-04-18 07:21:00,9
2019-04-18 07:22:00,1
2019-04-18 07:28:00,10
2019-04-18 07:34:00,5
2019-04-18 07:35:00,5
2019-04-18 07:40:00,10
2019-04-18 07:46:00,9
2019-04-18 07:50:00,4
2019-04-18 07:54:00,8
2019-04-18 07:59:00,10
2019-04-18 08:05:00,4
2019-04-18 08:06:00,6
2019-04-18 08:13:00,9
2019-04-18 08:19:00,9
2019-04-18 08:26:00,10
2019-04-18 08:33:00,10
2019-04-18 08:39:00,10
2019-04-18 08:48:00,10
2019-04-18 08:56:00,3
2019-04-18 08:57:00,5
2019-04-18 09:03:00,9
2019-04-18 09:04:00,1
2019-04-18 09:09:00,6
2019-04-18 09:10:00,3
2019-04-18 09:16:00,10
2019-04-18 09:23:00,9
2019-04-18 09:24:00,1
2019-04-18 09:30:00,4
2019-04-18 09:31:00,6
2019-04-18 09:34:00,1
2019-04-18 09:39:00,6
2019-04-18 09:40:00,4
2019-04-18 09:45:00,6
2019-04-18 09:46:00,4
2019-04-18 09:52:00,10
2019-04-18 09:59:00,10
2019-04-18 10:06:00,6
2019-04-18 10:11:00,10
2019-04-18 10:16:00,3
2019-04-18 10:17:00,7
2019-04-18 10:20:00,5
2019-04-18 10:27:00,10
2019-04-18 10:35:00,6
2019-04-18 10:36:00,4
2019-04-18 10:43:00,10
2019-04-18 10:51:00,10
2019-04-18 10:57:00,10
2019-04-18 10:59:00,1
2019-04-18 11:01:00,4
2019-04-18 11:06:00,10
2019-04-18 11:08:00,1
2019-04-18 11:12:00,7
2019-04-18 11:17:00,7
2019-04-18 11:23:00,9
2019-04-18 11:30:00,10
2019-04-18 11:36:00,10
2019-04-18 11:41:00,2
2019-04-18 11:42:00,8
2019-04-18 11:47:00,10
2019-04-18 11:53:00,9
2019-04-18 11:54:00,1
2019-04-18 12:00:00,10
2019-04-18 12:06:00,10
2019-04-18 12:09:00,2
2019-04-18 12:14:00,10
2019-04-18 12:19:00,7
2019-04-18 12:22:00,3
2019-04-18 12:28:00,10
2019-04-18 12:30:00,1
2019-04-18 12:36:00,6
2019-04-18 12:39:00,6
2019-04-18 12:41:00,1
2019-04-18 12:46:00,10
2019-04-18 12:53:00,10
2019-04-18 12:59:00,7
2019-04-18 13:00:00,3
2019-04-18 13:06:00,10
2019-04-18 13:08:00,1
2019-04-18 13:14:00,3
2019-04-18 13:16:00,5
2019-04-18 13:17:00,2
2019-04-18 13:24:00,2
2019-04-18 13:27:00,8
2019-04-18 13:35:00,10
2019-04-18 13:37:00,1
2019-04-18 13:42:00,5
2019-04-18 13:43:00,5
2019-04-18 13:50:00,10
2019-04-18 13:57:00,1
2019-04-18 14:02:00,10
2019-04-18 14:08:00,10
2019-04-18 14:12:00,4
2019-04-18 14:17:00,10
2019-04-18 14:23:00,10
2019-04-18 14:29:00,10
2019-04-18 14:35:00,6
2019-04-18 14:36:00,4
2019-04-18 14:38:00,1
2019-04-18 14:43:00,5
2019-04-18 14:48:00,10
2019-04-18 14:54:00,3
2019-04-18 14:55:00,7
2019-04-18 15:02:00,10
2019-04-18 15:08:00,9
2019-04-18 15:09:00,1
2019-04-18 15:15:00,10
2019-04-18 15:21:00,10
2019-04-18 15:27:00,10
2019-04-18 15:33:00,9
2019-04-18 15:39:00,10
2019-04-18 15:45:00,3
2019-04-18 15:46:00,7
2019-04-18 15:51:00,2
2019-04-18 15:52:00,8
2019-04-18 15:58:00,10
2019-04-18 16:05:00,10
2019-04-18 16:12:00,10
2019-04-18 16:15:00,1
2019-04-18 16:21:00,10
2019-04-18 16:29:00,10
2019-04-18 16:32:00,1
2019-04-18 16:35:00,5
2019-04-18 16:39:00,7
2019-04-18 16:45:00,10
2019-04-18 16:48:00,2
2019-04-18 16:53:00,10
2019-04-18 17:01:00,10
2019-04-18 17:08:00,10
2019-04-18 17:15:00,10
2019-04-18 17:21:00,10
2019-04-18 17:27:00,10
2019-04-18 17:33:00,2
2019-04-18 17:34:00,8
2019-04-18 17:40:00,8
2019-04-18 17:45:00,8
2019-04-18 17:51:00,10
2019-04-18 17:57:00,8
2019-04-18 18:03:00,10
2019-04-18 18:09:00,7
2019-04-18 18:12:00,1
2019-04-18 18:17:00,10
2019-04-18 18:20:00,2
2019-04-18 18:26:00,10
2019-04-18 18:34:00,10
2019-04-18 18:42:00,10
2019-04-18 18:50:00,10
2019-04-18 18:57:00,10
2019-04-18 19:05:00,10
2019-04-18 19:07:00,1
2019-04-18 19:10:00,5
