14,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.u between # AND # AND p.g between # AND # AND p.i between # AND # AND p.r between # AND # AND p.z between # AND #"
2019-04-18 14:14:00,1
2019-04-18 16:50:00,1
2019-04-18 16:52:00,1
2019-04-18 16:53:00,2
2019-04-18 16:54:00,1
2019-04-18 16:55:00,1
2019-04-18 16:56:00,1
2019-04-18 17:20:00,1
2019-04-18 17:22:00,1
2019-04-18 17:23:00,2
2019-04-18 20:29:00,1
2019-04-18 20:36:00,1
