1375,"SELECT  &&& + cast(p.apstar_id as varchar(#)) + &&& + cast(p.apstar_id as varchar(#)) + &&& as apstar_id,    p.apogee_id,p.ra, p.dec, p.glon, p.glat,    p.vhelio_avg,p.vscatter,    a.teff,a.logg,a.metals    FROM apogeeStar p    JOIN fGetNearbyApogeeStarEq(#,#,#) n on p.apstar_id=n.apstar_id    JOIN aspcapStar a on a.apstar_id = p.apstar_id"
2019-04-18 00:01:00,2
2019-04-18 00:09:00,7
2019-04-18 00:11:00,2
2019-04-18 00:19:00,9
2019-04-18 00:21:00,2
2019-04-18 00:29:00,7
2019-04-18 00:31:00,2
2019-04-18 00:39:00,9
2019-04-18 00:41:00,2
2019-04-18 00:49:00,7
2019-04-18 00:51:00,2
2019-04-18 00:59:00,7
2019-04-18 01:01:00,2
2019-04-18 01:09:00,7
2019-04-18 01:11:00,2
2019-04-18 01:19:00,6
2019-04-18 01:20:00,1
2019-04-18 01:21:00,2
2019-04-18 01:29:00,6
2019-04-18 01:30:00,1
2019-04-18 01:31:00,2
2019-04-18 01:39:00,6
2019-04-18 01:40:00,1
2019-04-18 01:41:00,2
2019-04-18 01:49:00,5
2019-04-18 01:50:00,2
2019-04-18 01:51:00,2
2019-04-18 01:59:00,6
2019-04-18 02:00:00,1
2019-04-18 02:01:00,2
2019-04-18 02:09:00,6
2019-04-18 02:10:00,1
2019-04-18 02:11:00,2
2019-04-18 02:19:00,6
2019-04-18 02:20:00,1
2019-04-18 02:21:00,2
2019-04-18 02:29:00,5
2019-04-18 02:30:00,2
2019-04-18 02:31:00,2
2019-04-18 02:39:00,5
2019-04-18 02:40:00,2
2019-04-18 02:41:00,2
2019-04-18 02:49:00,5
2019-04-18 02:50:00,2
2019-04-18 02:51:00,2
2019-04-18 02:59:00,5
2019-04-18 03:00:00,2
2019-04-18 03:01:00,2
2019-04-18 03:09:00,5
2019-04-18 03:10:00,2
2019-04-18 03:11:00,2
2019-04-18 03:19:00,5
2019-04-18 03:20:00,2
2019-04-18 03:21:00,2
2019-04-18 03:29:00,5
2019-04-18 03:30:00,2
2019-04-18 03:31:00,2
2019-04-18 03:39:00,6
2019-04-18 03:40:00,2
