354,select * from Photoz where objid=#
2019-04-18 00:02:00,1
2019-04-18 00:06:00,2
2019-04-18 01:15:00,1
2019-04-18 01:17:00,1
2019-04-18 01:34:00,2
2019-04-18 01:36:00,1
2019-04-18 01:45:00,1
2019-04-18 01:55:00,3
2019-04-18 03:09:00,2
2019-04-18 03:16:00,1
2019-04-18 03:18:00,1
2019-04-18 03:26:00,3
2019-04-18 03:32:00,2
2019-04-18 03:36:00,1
2019-04-18 03:42:00,1
2019-04-18 03:43:00,1
2019-04-18 03:45:00,2
2019-04-18 03:52:00,1
2019-04-18 03:57:00,1
2019-04-18 03:58:00,1
2019-04-18 03:59:00,1
2019-04-18 04:04:00,1
2019-04-18 04:15:00,1
2019-04-18 04:16:00,2
2019-04-18 04:30:00,1
2019-04-18 04:31:00,1
2019-04-18 04:39:00,3
2019-04-18 04:50:00,1
2019-04-18 04:53:00,1
2019-04-18 04:56:00,1
2019-04-18 04:57:00,1
2019-04-18 05:08:00,2
2019-04-18 05:13:00,1
2019-04-18 05:15:00,1
2019-04-18 05:18:00,2
2019-04-18 05:19:00,1
2019-04-18 05:23:00,1
2019-04-18 05:31:00,1
2019-04-18 05:37:00,1
2019-04-18 05:42:00,1
2019-04-18 05:51:00,1
2019-04-18 05:53:00,1
2019-04-18 06:01:00,1
2019-04-18 06:07:00,1
2019-04-18 06:10:00,1
2019-04-18 06:11:00,1
2019-04-18 06:21:00,1
2019-04-18 06:24:00,1
2019-04-18 06:26:00,1
2019-04-18 06:32:00,1
2019-04-18 06:34:00,1
2019-04-18 06:35:00,1
2019-04-18 06:36:00,1
2019-04-18 06:41:00,1
2019-04-18 06:46:00,2
2019-04-18 06:48:00,1
2019-04-18 06:49:00,1
2019-04-18 06:53:00,1
2019-04-18 07:00:00,1
2019-04-18 07:01:00,1
2019-04-18 07:07:00,2
2019-04-18 07:08:00,1
2019-04-18 07:23:00,1
2019-04-18 07:24:00,1
2019-04-18 07:25:00,1
2019-04-18 07:33:00,1
2019-04-18 07:36:00,1
2019-04-18 07:39:00,1
2019-04-18 07:40:00,1
2019-04-18 07:41:00,2
2019-04-18 07:49:00,1
2019-04-18 07:52:00,2
2019-04-18 08:03:00,1
2019-04-18 08:07:00,1
2019-04-18 08:09:00,1
2019-04-18 08:15:00,1
2019-04-18 08:16:00,1
2019-04-18 08:22:00,1
2019-04-18 08:53:00,1
2019-04-18 09:05:00,1
2019-04-18 09:06:00,1
2019-04-18 09:07:00,2
2019-04-18 09:16:00,1
2019-04-18 09:20:00,1
2019-04-18 09:27:00,1
2019-04-18 09:31:00,1
2019-04-18 09:33:00,1
2019-04-18 09:38:00,1
2019-04-18 09:45:00,1
2019-04-18 09:46:00,1
2019-04-18 09:47:00,1
2019-04-18 09:50:00,1
2019-04-18 09:52:00,2
2019-04-18 09:54:00,1
2019-04-18 09:55:00,2
2019-04-18 09:58:00,1
2019-04-18 10:00:00,1
2019-04-18 10:06:00,2
2019-04-18 10:10:00,1
2019-04-18 10:11:00,1
2019-04-18 10:12:00,1
2019-04-18 10:13:00,2
2019-04-18 10:16:00,2
2019-04-18 10:22:00,1
2019-04-18 10:26:00,1
2019-04-18 10:36:00,2
2019-04-18 10:40:00,1
2019-04-18 10:41:00,1
2019-04-18 10:45:00,1
2019-04-18 10:47:00,1
2019-04-18 10:50:00,2
2019-04-18 11:12:00,1
2019-04-18 11:15:00,1
2019-04-18 11:18:00,1
2019-04-18 11:24:00,1
2019-04-18 11:30:00,1
2019-04-18 11:31:00,1
2019-04-18 11:34:00,1
2019-04-18 11:36:00,1
2019-04-18 11:37:00,1
2019-04-18 11:38:00,1
2019-04-18 11:43:00,1
2019-04-18 11:48:00,1
2019-04-18 11:56:00,1
2019-04-18 12:10:00,2
2019-04-18 12:14:00,1
2019-04-18 12:15:00,1
2019-04-18 12:23:00,1
2019-04-18 12:24:00,1
2019-04-18 12:29:00,3
2019-04-18 12:30:00,2
2019-04-18 12:33:00,1
2019-04-18 12:35:00,1
2019-04-18 12:39:00,5
2019-04-18 12:42:00,1
2019-04-18 12:46:00,1
2019-04-18 12:49:00,2
2019-04-18 12:55:00,1
2019-04-18 12:58:00,1
2019-04-18 13:10:00,1
2019-04-18 13:11:00,1
2019-04-18 13:22:00,1
2019-04-18 13:26:00,1
2019-04-18 13:28:00,1
2019-04-18 13:31:00,1
2019-04-18 13:35:00,1
2019-04-18 13:36:00,1
2019-04-18 13:38:00,1
2019-04-18 13:52:00,1
2019-04-18 13:55:00,1
2019-04-18 13:56:00,1
2019-04-18 13:57:00,1
2019-04-18 13:58:00,1
2019-04-18 14:20:00,1
2019-04-18 14:28:00,1
2019-04-18 14:37:00,2
2019-04-18 14:40:00,1
2019-04-18 14:45:00,1
2019-04-18 14:47:00,1
2019-04-18 14:48:00,1
2019-04-18 14:54:00,1
2019-04-18 14:56:00,1
2019-04-18 15:01:00,1
2019-04-18 15:09:00,1
2019-04-18 15:11:00,2
2019-04-18 15:17:00,2
2019-04-18 15:32:00,1
2019-04-18 15:35:00,1
2019-04-18 15:40:00,1
2019-04-18 15:42:00,1
2019-04-18 15:45:00,1
2019-04-18 15:57:00,1
2019-04-18 15:59:00,1
2019-04-18 16:03:00,1
2019-04-18 16:05:00,1
2019-04-18 16:10:00,2
2019-04-18 16:13:00,1
2019-04-18 16:17:00,1
2019-04-18 16:22:00,1
2019-04-18 16:24:00,1
2019-04-18 16:26:00,1
2019-04-18 16:32:00,1
2019-04-18 16:40:00,1
2019-04-18 16:41:00,1
2019-04-18 16:42:00,1
2019-04-18 16:52:00,1
2019-04-18 16:53:00,1
2019-04-18 17:07:00,1
2019-04-18 17:08:00,1
2019-04-18 17:18:00,1
2019-04-18 17:20:00,1
2019-04-18 17:21:00,1
2019-04-18 17:31:00,1
2019-04-18 17:36:00,1
2019-04-18 17:40:00,1
2019-04-18 17:43:00,1
2019-04-18 17:44:00,1
2019-04-18 18:02:00,1
2019-04-18 18:09:00,1
