43,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-18 09:02:00,1
2019-04-18 10:00:00,6
2019-04-18 10:05:00,5
2019-04-18 11:55:00,4
2019-04-18 12:20:00,1
2019-04-18 13:00:00,3
2019-04-18 14:20:00,1
2019-04-18 14:30:00,1
2019-04-18 15:03:00,1
2019-04-18 15:15:00,1
2019-04-18 16:07:00,1
2019-04-18 16:10:00,1
2019-04-18 16:12:00,1
2019-04-18 17:01:00,1
2019-04-18 17:10:00,1
2019-04-18 17:35:00,2
2019-04-18 17:36:00,1
2019-04-18 17:40:00,1
2019-04-18 17:43:00,1
2019-04-18 17:45:00,6
2019-04-18 19:05:00,1
2019-04-18 19:10:00,1
2019-04-18 19:15:00,1
