36,select * from SpecObjAll where specObjId=#
2019-04-18 01:22:00,1
2019-04-18 01:37:00,1
2019-04-18 01:46:00,1
2019-04-18 03:33:00,1
2019-04-18 05:27:00,1
2019-04-18 06:59:00,1
2019-04-18 08:15:00,1
2019-04-18 09:26:00,1
2019-04-18 09:42:00,1
2019-04-18 11:49:00,1
2019-04-18 13:42:00,1
2019-04-18 14:59:00,1
2019-04-18 15:07:00,1
2019-04-18 15:28:00,2
2019-04-18 15:29:00,1
2019-04-18 15:30:00,1
2019-04-18 15:47:00,1
2019-04-18 16:22:00,1
2019-04-18 16:33:00,1
2019-04-18 16:45:00,1
2019-04-18 17:42:00,1
2019-04-18 17:51:00,1
2019-04-18 17:59:00,1
2019-04-18 18:18:00,1
2019-04-18 18:38:00,1
2019-04-18 18:58:00,1
2019-04-18 19:22:00,1
2019-04-18 19:38:00,1
2019-04-18 20:27:00,1
2019-04-18 20:42:00,1
2019-04-18 21:52:00,1
2019-04-18 22:17:00,1
2019-04-18 22:28:00,1
2019-04-18 23:01:00,1
2019-04-18 23:58:00,1
