262,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-04-18 06:39:00,1
2019-04-18 06:45:00,1
2019-04-18 06:53:00,1
2019-04-18 06:59:00,1
2019-04-18 07:06:00,1
2019-04-18 07:11:00,1
2019-04-18 07:17:00,1
2019-04-18 07:23:00,1
2019-04-18 07:30:00,1
2019-04-18 07:36:00,1
2019-04-18 07:41:00,1
2019-04-18 07:48:00,1
2019-04-18 07:50:00,1
2019-04-18 07:55:00,1
2019-04-18 08:00:00,1
2019-04-18 08:08:00,1
2019-04-18 08:15:00,1
2019-04-18 08:20:00,1
2019-04-18 08:28:00,1
2019-04-18 08:35:00,1
2019-04-18 08:41:00,1
2019-04-18 08:52:00,1
2019-04-18 08:59:00,1
2019-04-18 09:05:00,1
2019-04-18 09:11:00,1
2019-04-18 09:18:00,1
2019-04-18 09:33:00,9
2019-04-18 09:34:00,1
2019-04-18 09:35:00,1
2019-04-18 09:41:00,1
2019-04-18 09:47:00,1
2019-04-18 09:54:00,1
2019-04-18 10:01:00,1
2019-04-18 10:07:00,1
2019-04-18 10:12:00,1
2019-04-18 10:18:00,1
2019-04-18 10:21:00,4
2019-04-18 10:30:00,1
2019-04-18 10:38:00,1
2019-04-18 10:46:00,1
2019-04-18 10:53:00,1
2019-04-18 10:58:00,1
2019-04-18 10:59:00,1
2019-04-18 11:02:00,1
2019-04-18 11:08:00,1
2019-04-18 11:09:00,1
2019-04-18 11:14:00,1
2019-04-18 11:18:00,1
2019-04-18 11:25:00,1
2019-04-18 11:32:00,1
2019-04-18 11:37:00,1
2019-04-18 11:43:00,1
2019-04-18 11:48:00,1
2019-04-18 11:55:00,1
2019-04-18 12:01:00,1
2019-04-18 12:08:00,1
2019-04-18 12:10:00,1
2019-04-18 12:15:00,1
2019-04-18 12:20:00,1
2019-04-18 12:22:00,1
2019-04-18 12:30:00,4
2019-04-18 12:31:00,3
2019-04-18 12:37:00,1
2019-04-18 12:40:00,1
2019-04-18 12:41:00,1
2019-04-18 12:48:00,1
2019-04-18 12:55:00,1
2019-04-18 13:01:00,1
2019-04-18 13:08:00,5
2019-04-18 13:09:00,1
2019-04-18 13:18:00,1
2019-04-18 13:30:00,9
2019-04-18 13:37:00,7
2019-04-18 13:38:00,1
2019-04-18 13:44:00,1
2019-04-18 13:52:00,1
2019-04-18 13:53:00,1
2019-04-18 13:54:00,1
2019-04-18 13:56:00,3
2019-04-18 13:58:00,1
2019-04-18 14:04:00,1
2019-04-18 14:10:00,1
2019-04-18 14:12:00,1
2019-04-18 14:19:00,1
2019-04-18 14:24:00,1
2019-04-18 14:31:00,1
2019-04-18 14:37:00,3
2019-04-18 14:38:00,9
2019-04-18 14:44:00,1
2019-04-18 14:49:00,1
2019-04-18 14:57:00,1
2019-04-18 15:04:00,1
2019-04-18 15:10:00,1
2019-04-18 15:17:00,1
2019-04-18 15:23:00,1
2019-04-18 15:29:00,1
2019-04-18 15:35:00,1
2019-04-18 15:41:00,1
2019-04-18 15:47:00,1
2019-04-18 15:53:00,1
2019-04-18 16:00:00,1
2019-04-18 16:07:00,1
2019-04-18 16:14:00,7
2019-04-18 16:15:00,1
2019-04-18 16:23:00,1
2019-04-18 16:31:00,10
2019-04-18 16:32:00,1
2019-04-18 16:36:00,1
2019-04-18 16:40:00,1
2019-04-18 16:47:00,1
2019-04-18 16:48:00,1
2019-04-18 16:55:00,1
2019-04-18 17:03:00,1
2019-04-18 17:10:00,1
2019-04-18 17:16:00,1
2019-04-18 17:22:00,1
2019-04-18 17:29:00,1
2019-04-18 17:35:00,1
2019-04-18 17:41:00,1
2019-04-18 17:46:00,1
2019-04-18 17:53:00,1
2019-04-18 17:59:00,1
2019-04-18 18:05:00,1
2019-04-18 18:11:00,7
2019-04-18 18:12:00,1
2019-04-18 18:19:00,1
2019-04-18 18:21:00,1
2019-04-18 18:29:00,1
