178,select * from Field where fieldId=#
2019-04-20 00:05:00,1
2019-04-20 00:06:00,1
2019-04-20 00:10:00,1
2019-04-20 00:15:00,1
2019-04-20 00:18:00,2
2019-04-20 00:21:00,1
2019-04-20 00:23:00,1
2019-04-20 00:48:00,2
2019-04-20 01:06:00,1
2019-04-20 01:14:00,1
2019-04-20 01:18:00,1
2019-04-20 01:36:00,1
2019-04-20 01:41:00,1
2019-04-20 01:48:00,1
2019-04-20 02:11:00,1
2019-04-20 02:15:00,1
2019-04-20 02:19:00,1
2019-04-20 02:36:00,1
2019-04-20 03:09:00,1
2019-04-20 03:13:00,1
2019-04-20 03:14:00,1
2019-04-20 03:43:00,1
2019-04-20 03:46:00,1
2019-04-20 03:48:00,1
2019-04-20 03:50:00,1
2019-04-20 03:56:00,1
2019-04-20 04:19:00,1
2019-04-20 04:28:00,2
2019-04-20 04:52:00,1
2019-04-20 04:56:00,1
2019-04-20 04:58:00,1
2019-04-20 05:12:00,1
2019-04-20 05:19:00,1
2019-04-20 05:26:00,1
2019-04-20 05:34:00,1
2019-04-20 05:40:00,1
2019-04-20 05:46:00,1
2019-04-20 05:47:00,1
2019-04-20 05:54:00,1
2019-04-20 06:22:00,1
2019-04-20 06:42:00,1
2019-04-20 06:46:00,1
2019-04-20 06:51:00,1
2019-04-20 07:00:00,1
2019-04-20 07:06:00,1
2019-04-20 07:27:00,1
2019-04-20 07:28:00,1
2019-04-20 07:30:00,1
2019-04-20 07:34:00,1
2019-04-20 07:49:00,1
2019-04-20 07:56:00,1
2019-04-20 08:02:00,1
2019-04-20 08:25:00,1
2019-04-20 08:26:00,1
2019-04-20 08:31:00,1
2019-04-20 08:50:00,1
2019-04-20 09:03:00,1
2019-04-20 09:11:00,1
2019-04-20 09:15:00,1
2019-04-20 09:24:00,1
2019-04-20 09:27:00,1
2019-04-20 09:33:00,1
2019-04-20 09:41:00,1
2019-04-20 09:59:00,1
2019-04-20 10:05:00,1
2019-04-20 10:07:00,1
2019-04-20 10:17:00,1
2019-04-20 10:27:00,2
2019-04-20 10:32:00,1
2019-04-20 10:38:00,1
2019-04-20 10:47:00,1
2019-04-20 10:55:00,1
2019-04-20 11:13:00,1
2019-04-20 11:18:00,2
2019-04-20 11:19:00,1
2019-04-20 11:36:00,2
2019-04-20 11:48:00,1
2019-04-20 12:04:00,1
2019-04-20 12:08:00,1
2019-04-20 12:27:00,1
2019-04-20 12:29:00,1
2019-04-20 12:42:00,1
2019-04-20 12:43:00,1
2019-04-20 13:08:00,2
2019-04-20 13:21:00,1
2019-04-20 13:34:00,1
2019-04-20 13:44:00,1
2019-04-20 13:45:00,1
2019-04-20 13:58:00,1
2019-04-20 14:04:00,1
2019-04-20 14:12:00,1
2019-04-20 14:13:00,1
2019-04-20 14:41:00,1
2019-04-20 14:43:00,1
2019-04-20 14:44:00,1
2019-04-20 14:51:00,1
2019-04-20 15:00:00,1
2019-04-20 15:13:00,1
2019-04-20 15:19:00,1
2019-04-20 15:46:00,1
2019-04-20 15:47:00,1
2019-04-20 15:51:00,1
2019-04-20 15:55:00,1
2019-04-20 16:04:00,1
2019-04-20 16:08:00,1
2019-04-20 16:19:00,3
2019-04-20 16:20:00,2
2019-04-20 16:23:00,1
2019-04-20 16:27:00,1
2019-04-20 16:40:00,1
2019-04-20 17:12:00,1
2019-04-20 17:24:00,1
2019-04-20 17:26:00,1
2019-04-20 17:38:00,1
2019-04-20 17:41:00,1
2019-04-20 17:42:00,2
2019-04-20 17:51:00,1
2019-04-20 17:54:00,1
2019-04-20 18:03:00,1
2019-04-20 18:08:00,2
2019-04-20 18:18:00,4
2019-04-20 18:24:00,1
2019-04-20 18:41:00,1
2019-04-20 18:49:00,1
2019-04-20 19:03:00,1
2019-04-20 19:08:00,1
2019-04-20 19:10:00,1
2019-04-20 19:11:00,1
2019-04-20 19:21:00,1
2019-04-20 19:33:00,1
2019-04-20 19:34:00,1
2019-04-20 19:38:00,1
2019-04-20 19:49:00,1
2019-04-20 19:54:00,1
2019-04-20 19:55:00,1
2019-04-20 20:07:00,1
2019-04-20 21:00:00,1
2019-04-20 21:07:00,1
2019-04-20 21:10:00,1
2019-04-20 21:33:00,1
2019-04-20 21:40:00,1
2019-04-20 21:52:00,1
2019-04-20 21:56:00,2
2019-04-20 21:59:00,5
2019-04-20 22:00:00,2
2019-04-20 22:01:00,1
2019-04-20 22:05:00,1
2019-04-20 22:11:00,1
2019-04-20 22:24:00,1
2019-04-20 22:31:00,1
2019-04-20 22:39:00,1
2019-04-20 22:45:00,1
2019-04-20 22:58:00,1
2019-04-20 23:06:00,1
2019-04-20 23:22:00,1
2019-04-20 23:42:00,1
2019-04-20 23:54:00,1
