1390,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-04-20 00:02:00,2
2019-04-20 00:07:00,9
2019-04-20 00:12:00,2
2019-04-20 00:17:00,8
2019-04-20 00:22:00,2
2019-04-20 00:27:00,7
2019-04-20 00:32:00,2
2019-04-20 00:37:00,8
2019-04-20 00:38:00,1
2019-04-20 00:42:00,2
2019-04-20 00:47:00,9
2019-04-20 00:52:00,2
2019-04-20 00:57:00,7
2019-04-20 01:01:00,1
2019-04-20 01:02:00,2
2019-04-20 01:07:00,7
2019-04-20 01:12:00,2
2019-04-20 01:17:00,7
2019-04-20 01:19:00,1
2019-04-20 01:22:00,2
2019-04-20 01:27:00,7
2019-04-20 01:32:00,2
2019-04-20 01:37:00,7
2019-04-20 01:42:00,3
2019-04-20 01:47:00,7
2019-04-20 01:52:00,2
2019-04-20 01:57:00,7
2019-04-20 02:02:00,2
2019-04-20 02:07:00,7
2019-04-20 02:12:00,2
2019-04-20 02:17:00,7
2019-04-20 02:22:00,3
2019-04-20 02:27:00,7
2019-04-20 02:32:00,2
2019-04-20 02:37:00,7
2019-04-20 02:42:00,2
2019-04-20 02:47:00,8
2019-04-20 02:52:00,2
2019-04-20 02:57:00,7
2019-04-20 03:02:00,2
2019-04-20 03:07:00,7
2019-04-20 03:12:00,2
2019-04-20 03:17:00,7
2019-04-20 03:22:00,2
2019-04-20 03:27:00,8
2019-04-20 03:32:00,2
2019-04-20 03:37:00,7
2019-04-20 03:42:00,2
2019-04-20 03:47:00,7
2019-04-20 03:52:00,2
2019-04-20 03:57:00,7
2019-04-20 03:59:00,1
2019-04-20 04:02:00,2
2019-04-20 04:07:00,8
2019-04-20 04:12:00,2
2019-04-20 04:17:00,7
2019-04-20 04:22:00,2
2019-04-20 04:27:00,8
2019-04-20 04:32:00,2
2019-04-20 04:37:00,7
2019-04-20 04:42:00,2
2019-04-20 04:47:00,7
2019-04-20 04:52:00,3
2019-04-20 04:57:00,7
2019-04-20 05:02:00,2
2019-04-20 05:07:00,7
2019-04-20 05:12:00,2
2019-04-20 05:17:00,7
2019-04-20 05:22:00,2
2019-04-20 05:27:00,7
2019-04-20 05:32:00,2
2019-04-20 05:37:00,8
2019-04-20 05:42:00,2
2019-04-20 05:47:00,8
2019-04-20 05:52:00,2
2019-04-20 05:57:00,7
2019-04-20 06:02:00,2
2019-04-20 06:07:00,7
2019-04-20 06:12:00,2
2019-04-20 06:17:00,8
2019-04-20 06:22:00,3
2019-04-20 06:24:00,1
2019-04-20 06:26:00,1
2019-04-20 06:27:00,7
2019-04-20 06:30:00,1
2019-04-20 06:32:00,2
2019-04-20 06:37:00,7
2019-04-20 06:42:00,2
2019-04-20 06:47:00,7
2019-04-20 06:52:00,2
2019-04-20 06:57:00,7
2019-04-20 07:01:00,2
2019-04-20 07:02:00,2
2019-04-20 07:06:00,1
2019-04-20 07:07:00,8
2019-04-20 07:12:00,1
2019-04-20 07:13:00,1
2019-04-20 07:17:00,7
2019-04-20 07:20:00,1
2019-04-20 07:22:00,1
2019-04-20 07:23:00,1
2019-04-20 07:27:00,7
2019-04-20 07:28:00,1
2019-04-20 07:32:00,1
2019-04-20 07:33:00,1
