36,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-20 00:50:00,1
2019-04-20 09:45:00,3
2019-04-20 09:50:00,3
2019-04-20 10:15:00,1
2019-04-20 10:20:00,1
2019-04-20 14:15:00,1
2019-04-20 14:20:00,1
2019-04-20 14:25:00,1
2019-04-20 16:40:00,1
2019-04-20 16:45:00,1
2019-04-20 17:15:00,1
2019-04-20 17:20:00,2
2019-04-20 17:25:00,1
2019-04-20 17:30:00,1
2019-04-20 17:35:00,1
2019-04-20 17:39:00,1
2019-04-20 18:15:00,4
2019-04-20 18:20:00,2
2019-04-20 18:25:00,1
2019-04-20 22:35:00,6
2019-04-20 22:40:00,2
