58,select * from SpecObjAll where specObjId=#
2019-04-20 00:10:00,1
2019-04-20 00:48:00,1
2019-04-20 01:09:00,1
2019-04-20 01:15:00,1
2019-04-20 01:26:00,1
2019-04-20 01:36:00,1
2019-04-20 02:34:00,1
2019-04-20 03:00:00,1
2019-04-20 03:11:00,1
2019-04-20 03:18:00,1
2019-04-20 04:00:00,1
2019-04-20 04:12:00,1
2019-04-20 05:19:00,1
2019-04-20 06:33:00,1
2019-04-20 06:42:00,1
2019-04-20 08:13:00,1
2019-04-20 09:16:00,1
2019-04-20 09:50:00,1
2019-04-20 10:13:00,1
2019-04-20 10:19:00,1
2019-04-20 10:23:00,1
2019-04-20 10:53:00,1
2019-04-20 11:06:00,1
2019-04-20 11:41:00,1
2019-04-20 11:58:00,1
2019-04-20 12:06:00,1
2019-04-20 12:21:00,1
2019-04-20 12:26:00,1
2019-04-20 12:35:00,1
2019-04-20 12:39:00,1
2019-04-20 13:03:00,1
2019-04-20 14:38:00,1
2019-04-20 15:41:00,1
2019-04-20 15:45:00,1
2019-04-20 16:00:00,1
2019-04-20 16:10:00,1
2019-04-20 16:53:00,1
2019-04-20 16:55:00,1
2019-04-20 17:23:00,1
2019-04-20 17:35:00,1
2019-04-20 17:39:00,1
2019-04-20 18:01:00,1
2019-04-20 18:20:00,1
2019-04-20 18:39:00,1
2019-04-20 19:31:00,1
2019-04-20 20:15:00,1
2019-04-20 20:48:00,1
2019-04-20 20:59:00,1
2019-04-20 21:18:00,1
2019-04-20 21:26:00,1
2019-04-20 21:39:00,1
2019-04-20 21:54:00,1
2019-04-20 21:55:00,1
2019-04-20 21:57:00,1
2019-04-20 22:05:00,1
2019-04-20 22:14:00,1
2019-04-20 22:17:00,1
2019-04-20 22:24:00,1
