649,select * from Photoz where objid=#
2019-04-20 00:01:00,1
2019-04-20 00:03:00,1
2019-04-20 00:11:00,1
2019-04-20 00:18:00,1
2019-04-20 00:25:00,1
2019-04-20 00:28:00,1
2019-04-20 00:30:00,1
2019-04-20 00:32:00,1
2019-04-20 00:38:00,2
2019-04-20 00:42:00,1
2019-04-20 00:53:00,1
2019-04-20 00:57:00,1
2019-04-20 00:58:00,1
2019-04-20 01:05:00,1
2019-04-20 01:08:00,1
2019-04-20 01:09:00,1
2019-04-20 01:17:00,1
2019-04-20 01:22:00,1
2019-04-20 01:23:00,1
2019-04-20 01:26:00,1
2019-04-20 01:27:00,1
2019-04-20 01:29:00,1
2019-04-20 01:30:00,1
2019-04-20 01:32:00,2
2019-04-20 01:34:00,1
2019-04-20 01:35:00,1
2019-04-20 01:36:00,1
2019-04-20 01:39:00,1
2019-04-20 01:43:00,1
2019-04-20 01:45:00,2
2019-04-20 01:47:00,1
2019-04-20 01:49:00,1
2019-04-20 01:51:00,1
2019-04-20 01:54:00,1
2019-04-20 02:01:00,1
2019-04-20 02:05:00,1
2019-04-20 02:09:00,1
2019-04-20 02:15:00,2
2019-04-20 02:23:00,1
2019-04-20 02:30:00,1
2019-04-20 02:38:00,1
2019-04-20 02:45:00,1
2019-04-20 02:50:00,1
2019-04-20 02:54:00,1
2019-04-20 03:00:00,1
2019-04-20 03:05:00,1
2019-04-20 03:06:00,1
2019-04-20 03:18:00,1
2019-04-20 03:26:00,1
2019-04-20 03:29:00,1
2019-04-20 03:30:00,1
2019-04-20 03:38:00,1
2019-04-20 03:39:00,1
2019-04-20 03:51:00,1
2019-04-20 03:52:00,1
2019-04-20 03:56:00,1
2019-04-20 04:13:00,1
2019-04-20 04:16:00,1
2019-04-20 04:21:00,1
2019-04-20 04:23:00,1
2019-04-20 04:27:00,2
2019-04-20 04:28:00,1
2019-04-20 04:30:00,1
2019-04-20 04:33:00,1
2019-04-20 04:41:00,1
2019-04-20 04:42:00,1
2019-04-20 04:45:00,1
2019-04-20 04:47:00,2
2019-04-20 04:48:00,1
2019-04-20 05:05:00,1
2019-04-20 05:20:00,1
2019-04-20 05:22:00,1
2019-04-20 05:23:00,1
2019-04-20 05:27:00,1
2019-04-20 05:31:00,1
2019-04-20 05:44:00,1
2019-04-20 05:46:00,1
2019-04-20 05:49:00,1
2019-04-20 05:54:00,1
2019-04-20 05:56:00,1
2019-04-20 05:57:00,1
2019-04-20 05:58:00,1
2019-04-20 06:05:00,1
2019-04-20 06:09:00,1
2019-04-20 06:13:00,2
2019-04-20 06:17:00,1
2019-04-20 06:22:00,2
2019-04-20 06:25:00,1
2019-04-20 06:26:00,2
2019-04-20 06:27:00,1
2019-04-20 06:29:00,1
2019-04-20 06:42:00,1
2019-04-20 06:43:00,1
2019-04-20 06:48:00,1
2019-04-20 06:56:00,1
2019-04-20 06:57:00,1
2019-04-20 06:59:00,2
2019-04-20 07:01:00,1
2019-04-20 07:03:00,1
2019-04-20 07:04:00,1
2019-04-20 07:05:00,1
2019-04-20 07:07:00,1
2019-04-20 07:16:00,1
2019-04-20 07:20:00,1
2019-04-20 07:23:00,2
2019-04-20 07:27:00,1
2019-04-20 07:37:00,1
2019-04-20 07:39:00,1
2019-04-20 07:45:00,1
2019-04-20 07:51:00,1
2019-04-20 07:58:00,1
2019-04-20 08:00:00,1
2019-04-20 08:02:00,1
2019-04-20 08:04:00,2
2019-04-20 08:16:00,1
2019-04-20 08:17:00,1
2019-04-20 08:25:00,1
2019-04-20 08:27:00,1
2019-04-20 08:34:00,1
2019-04-20 08:40:00,1
2019-04-20 08:42:00,1
2019-04-20 08:43:00,1
2019-04-20 08:45:00,2
2019-04-20 08:54:00,1
2019-04-20 08:55:00,1
2019-04-20 08:56:00,1
2019-04-20 08:57:00,1
2019-04-20 08:58:00,1
2019-04-20 09:03:00,1
2019-04-20 09:07:00,1
2019-04-20 09:08:00,2
2019-04-20 09:10:00,1
2019-04-20 09:12:00,1
2019-04-20 09:15:00,1
2019-04-20 09:18:00,1
2019-04-20 09:19:00,2
2019-04-20 09:22:00,1
2019-04-20 09:29:00,1
2019-04-20 09:33:00,2
2019-04-20 09:37:00,1
2019-04-20 09:49:00,1
2019-04-20 09:59:00,1
2019-04-20 10:01:00,1
2019-04-20 10:02:00,1
2019-04-20 10:15:00,1
2019-04-20 10:16:00,1
2019-04-20 10:19:00,1
2019-04-20 10:33:00,3
2019-04-20 10:35:00,1
2019-04-20 10:37:00,1
2019-04-20 10:43:00,1
2019-04-20 10:44:00,1
2019-04-20 10:47:00,3
2019-04-20 10:49:00,1
2019-04-20 10:56:00,2
2019-04-20 11:14:00,1
2019-04-20 11:19:00,1
2019-04-20 11:20:00,1
2019-04-20 11:21:00,1
2019-04-20 11:27:00,1
2019-04-20 11:31:00,1
2019-04-20 11:35:00,1
2019-04-20 11:39:00,1
2019-04-20 11:44:00,1
2019-04-20 11:54:00,1
2019-04-20 11:57:00,1
2019-04-20 12:01:00,1
2019-04-20 12:02:00,1
2019-04-20 12:11:00,1
2019-04-20 12:21:00,1
2019-04-20 12:22:00,1
2019-04-20 12:32:00,2
2019-04-20 12:37:00,4
2019-04-20 12:38:00,4
2019-04-20 12:41:00,1
2019-04-20 12:42:00,2
2019-04-20 12:45:00,1
2019-04-20 12:46:00,1
2019-04-20 12:47:00,1
2019-04-20 12:58:00,2
2019-04-20 12:59:00,1
2019-04-20 13:02:00,1
2019-04-20 13:04:00,1
2019-04-20 13:05:00,1
2019-04-20 13:07:00,1
2019-04-20 13:09:00,1
2019-04-20 13:13:00,1
2019-04-20 13:21:00,1
2019-04-20 13:23:00,1
2019-04-20 13:24:00,1
2019-04-20 13:31:00,1
2019-04-20 13:46:00,1
2019-04-20 13:49:00,2
2019-04-20 13:51:00,1
2019-04-20 13:53:00,1
2019-04-20 13:57:00,1
2019-04-20 14:00:00,1
2019-04-20 14:02:00,1
2019-04-20 14:04:00,2
2019-04-20 14:08:00,1
2019-04-20 14:09:00,1
2019-04-20 14:10:00,1
2019-04-20 14:12:00,2
2019-04-20 14:14:00,4
2019-04-20 14:20:00,1
2019-04-20 14:36:00,1
2019-04-20 14:37:00,1
2019-04-20 14:39:00,3
2019-04-20 14:43:00,1
2019-04-20 14:50:00,1
2019-04-20 14:53:00,1
2019-04-20 14:58:00,1
2019-04-20 15:03:00,1
2019-04-20 15:08:00,2
2019-04-20 15:09:00,1
2019-04-20 15:11:00,1
2019-04-20 15:18:00,1
2019-04-20 15:20:00,1
2019-04-20 15:23:00,1
2019-04-20 15:27:00,1
2019-04-20 15:33:00,2
2019-04-20 15:34:00,9
2019-04-20 15:35:00,10
2019-04-20 15:36:00,5
2019-04-20 15:37:00,1
2019-04-20 15:43:00,1
2019-04-20 15:44:00,2
2019-04-20 15:51:00,1
2019-04-20 15:53:00,1
2019-04-20 15:55:00,1
2019-04-20 15:56:00,2
2019-04-20 15:57:00,1
2019-04-20 15:59:00,1
2019-04-20 16:06:00,1
2019-04-20 16:13:00,2
2019-04-20 16:17:00,9
2019-04-20 16:18:00,6
2019-04-20 16:19:00,1
2019-04-20 16:20:00,5
2019-04-20 16:22:00,1
2019-04-20 16:28:00,1
2019-04-20 16:32:00,1
2019-04-20 16:40:00,1
2019-04-20 16:41:00,1
2019-04-20 16:48:00,1
2019-04-20 16:49:00,2
2019-04-20 16:54:00,2
2019-04-20 16:55:00,2
2019-04-20 16:58:00,1
2019-04-20 17:01:00,1
2019-04-20 17:10:00,1
2019-04-20 17:11:00,3
2019-04-20 17:18:00,1
2019-04-20 17:19:00,1
2019-04-20 17:20:00,1
2019-04-20 17:27:00,1
2019-04-20 17:30:00,1
2019-04-20 17:31:00,1
2019-04-20 17:32:00,1
2019-04-20 17:35:00,1
2019-04-20 17:36:00,2
2019-04-20 17:38:00,1
2019-04-20 17:39:00,1
2019-04-20 17:40:00,1
2019-04-20 17:44:00,1
2019-04-20 17:48:00,1
2019-04-20 17:50:00,1
2019-04-20 17:53:00,7
2019-04-20 17:54:00,15
2019-04-20 17:55:00,11
2019-04-20 17:56:00,10
2019-04-20 17:57:00,14
2019-04-20 17:58:00,8
2019-04-20 17:59:00,13
2019-04-20 18:00:00,13
2019-04-20 18:01:00,12
2019-04-20 18:02:00,12
2019-04-20 18:03:00,6
2019-04-20 18:08:00,1
2019-04-20 18:10:00,3
2019-04-20 18:11:00,7
2019-04-20 18:17:00,3
2019-04-20 18:19:00,3
2019-04-20 18:21:00,1
2019-04-20 18:22:00,2
2019-04-20 18:24:00,2
2019-04-20 18:25:00,1
2019-04-20 18:34:00,1
2019-04-20 18:45:00,1
2019-04-20 18:53:00,1
2019-04-20 18:57:00,1
2019-04-20 19:01:00,2
2019-04-20 19:02:00,1
2019-04-20 19:03:00,1
2019-04-20 19:05:00,1
2019-04-20 19:09:00,1
2019-04-20 19:15:00,1
2019-04-20 19:21:00,1
2019-04-20 19:27:00,1
2019-04-20 19:28:00,1
2019-04-20 19:32:00,1
2019-04-20 19:33:00,2
2019-04-20 19:42:00,1
2019-04-20 19:47:00,1
2019-04-20 19:49:00,1
2019-04-20 19:52:00,1
2019-04-20 19:55:00,3
2019-04-20 20:00:00,1
2019-04-20 20:03:00,1
2019-04-20 20:06:00,1
2019-04-20 20:08:00,1
2019-04-20 20:10:00,1
2019-04-20 20:13:00,1
2019-04-20 20:15:00,1
2019-04-20 20:18:00,1
2019-04-20 20:21:00,1
2019-04-20 20:22:00,1
2019-04-20 20:23:00,1
2019-04-20 20:27:00,1
2019-04-20 20:29:00,1
2019-04-20 20:31:00,1
2019-04-20 20:33:00,1
2019-04-20 20:37:00,3
2019-04-20 21:04:00,2
2019-04-20 21:15:00,1
2019-04-20 21:16:00,1
2019-04-20 21:19:00,1
2019-04-20 21:21:00,1
2019-04-20 21:28:00,1
2019-04-20 21:32:00,1
2019-04-20 21:34:00,2
2019-04-20 21:35:00,1
2019-04-20 21:37:00,1
2019-04-20 21:41:00,1
2019-04-20 21:44:00,1
2019-04-20 21:48:00,2
