28,select * from emissionLinesPort where specObjId=#
2019-04-20 00:50:00,1
2019-04-20 00:55:00,1
2019-04-20 02:06:00,1
2019-04-20 05:32:00,1
2019-04-20 05:38:00,1
2019-04-20 06:34:00,1
2019-04-20 07:13:00,1
2019-04-20 07:23:00,1
2019-04-20 07:30:00,1
2019-04-20 08:04:00,1
2019-04-20 09:22:00,1
2019-04-20 09:37:00,1
2019-04-20 11:48:00,1
2019-04-20 12:16:00,1
2019-04-20 13:40:00,1
2019-04-20 13:41:00,1
2019-04-20 14:01:00,1
2019-04-20 14:41:00,1
2019-04-20 16:27:00,1
2019-04-20 16:36:00,1
2019-04-20 18:30:00,1
2019-04-20 19:27:00,1
2019-04-20 20:06:00,1
2019-04-20 20:09:00,1
2019-04-20 22:12:00,1
2019-04-20 22:22:00,1
2019-04-20 22:38:00,1
2019-04-20 23:19:00,1
