27,select * from galSpecInfo where specObjId=#
2019-04-20 01:02:00,1
2019-04-20 02:34:00,1
2019-04-20 02:35:00,1
2019-04-20 02:55:00,1
2019-04-20 03:09:00,1
2019-04-20 03:23:00,1
2019-04-20 05:13:00,1
2019-04-20 06:33:00,1
2019-04-20 07:14:00,1
2019-04-20 07:17:00,1
2019-04-20 12:43:00,1
2019-04-20 13:07:00,1
2019-04-20 13:17:00,1
2019-04-20 14:33:00,1
2019-04-20 15:07:00,1
2019-04-20 15:30:00,1
2019-04-20 16:15:00,1
2019-04-20 16:32:00,1
2019-04-20 18:48:00,1
2019-04-20 19:07:00,1
2019-04-20 19:12:00,1
2019-04-20 20:22:00,1
2019-04-20 20:32:00,1
2019-04-20 20:35:00,1
2019-04-20 21:14:00,1
2019-04-20 22:00:00,1
2019-04-20 23:06:00,1
