312,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-20 00:44:00,1
2019-04-20 05:55:00,1
2019-04-20 05:56:00,1
2019-04-20 05:57:00,2
2019-04-20 06:08:00,1
2019-04-20 06:10:00,2
2019-04-20 06:17:00,2
2019-04-20 06:20:00,2
2019-04-20 06:29:00,2
2019-04-20 06:50:00,2
2019-04-20 07:33:00,2
2019-04-20 08:17:00,1
2019-04-20 08:18:00,1
2019-04-20 08:24:00,2
2019-04-20 08:54:00,2
2019-04-20 08:56:00,2
2019-04-20 08:57:00,2
2019-04-20 09:04:00,1
2019-04-20 09:14:00,3
2019-04-20 09:24:00,2
2019-04-20 09:39:00,1
2019-04-20 10:06:00,2
2019-04-20 10:18:00,1
2019-04-20 10:20:00,1
2019-04-20 10:21:00,2
2019-04-20 10:27:00,2
2019-04-20 10:29:00,1
2019-04-20 10:31:00,1
2019-04-20 10:32:00,1
2019-04-20 10:40:00,2
2019-04-20 10:43:00,3
2019-04-20 10:46:00,1
2019-04-20 10:47:00,1
2019-04-20 10:50:00,3
2019-04-20 11:00:00,2
2019-04-20 11:03:00,1
2019-04-20 11:05:00,2
2019-04-20 11:13:00,4
2019-04-20 11:19:00,2
2019-04-20 11:25:00,3
2019-04-20 11:31:00,3
2019-04-20 11:45:00,2
2019-04-20 11:49:00,2
2019-04-20 11:54:00,1
2019-04-20 11:57:00,3
2019-04-20 11:59:00,2
2019-04-20 12:02:00,1
2019-04-20 12:17:00,2
2019-04-20 12:18:00,3
2019-04-20 12:23:00,3
2019-04-20 12:26:00,1
2019-04-20 12:36:00,3
2019-04-20 12:57:00,4
2019-04-20 13:19:00,1
2019-04-20 13:31:00,1
2019-04-20 13:32:00,1
2019-04-20 13:46:00,1
2019-04-20 13:49:00,2
2019-04-20 13:50:00,2
2019-04-20 13:55:00,1
2019-04-20 13:56:00,2
