14,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-04-20 13:52:00,1
2019-04-20 13:55:00,1
2019-04-20 14:04:00,1
2019-04-20 14:09:00,1
2019-04-20 14:15:00,1
2019-04-20 14:19:00,1
2019-04-20 14:23:00,1
2019-04-20 14:25:00,1
2019-04-20 14:32:00,1
2019-04-20 14:36:00,1
2019-04-20 14:40:00,1
2019-04-20 14:45:00,1
2019-04-20 14:48:00,1
2019-04-20 14:52:00,1
