48,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-10-20 01:35:00,1
2019-10-20 01:38:00,1
2019-10-20 01:46:00,1
2019-10-20 01:48:00,1
2019-10-20 01:56:00,1
2019-10-20 02:05:00,1
2019-10-20 02:07:00,1
2019-10-20 02:09:00,1
2019-10-20 02:17:00,1
2019-10-20 02:19:00,1
2019-10-20 02:28:00,1
2019-10-20 02:32:00,1
2019-10-20 02:36:00,1
2019-10-20 02:40:00,1
2019-10-20 02:42:00,1
2019-10-20 02:44:00,1
2019-10-20 02:45:00,1
2019-10-20 02:48:00,1
2019-10-20 02:50:00,1
2019-10-20 02:53:00,1
2019-10-20 02:54:00,1
2019-10-20 02:56:00,1
2019-10-20 02:58:00,1
2019-10-20 03:00:00,1
2019-10-20 03:03:00,1
2019-10-20 03:05:00,1
2019-10-20 03:08:00,1
2019-10-20 03:09:00,1
2019-10-20 03:11:00,1
2019-10-20 03:13:00,1
2019-10-20 03:16:00,1
2019-10-20 03:18:00,1
2019-10-20 03:20:00,1
2019-10-20 03:22:00,1
2019-10-20 03:23:00,1
2019-10-20 03:26:00,1
2019-10-20 04:35:00,1
2019-10-20 04:37:00,1
2019-10-20 04:39:00,1
2019-10-20 04:42:00,1
2019-10-20 04:49:00,2
2019-10-20 04:51:00,1
2019-10-20 04:53:00,1
2019-10-20 04:55:00,1
2019-10-20 04:56:00,1
2019-10-20 05:04:00,1
2019-10-20 23:59:00,1
