106,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-10-20 00:06:00,2
2019-10-20 14:43:00,1
2019-10-20 15:47:00,1
2019-10-20 16:03:00,1
2019-10-20 16:37:00,1
2019-10-20 17:06:00,1
2019-10-20 17:07:00,2
2019-10-20 17:19:00,1
2019-10-20 17:20:00,2
2019-10-20 17:21:00,3
2019-10-20 17:51:00,2
2019-10-20 17:52:00,2
2019-10-20 18:20:00,1
2019-10-20 18:21:00,1
2019-10-20 18:22:00,1
2019-10-20 18:23:00,2
2019-10-20 18:24:00,2
2019-10-20 20:01:00,1
2019-10-20 20:02:00,4
2019-10-20 20:03:00,2
2019-10-20 20:04:00,2
2019-10-20 20:05:00,3
2019-10-20 20:07:00,2
2019-10-20 20:08:00,6
2019-10-20 20:09:00,2
2019-10-20 20:10:00,4
2019-10-20 20:11:00,2
2019-10-20 20:12:00,1
2019-10-20 20:13:00,7
2019-10-20 22:15:00,1
2019-10-20 22:22:00,1
2019-10-20 22:28:00,1
2019-10-20 22:29:00,1
2019-10-20 22:30:00,2
2019-10-20 22:31:00,1
2019-10-20 22:32:00,1
2019-10-20 22:38:00,15
2019-10-20 22:39:00,5
2019-10-20 22:41:00,8
2019-10-20 22:42:00,2
2019-10-20 22:43:00,1
2019-10-20 22:46:00,1
2019-10-20 22:48:00,1
2019-10-20 23:03:00,1
2019-10-20 23:04:00,1
2019-10-20 23:11:00,1
