85,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-20 00:05:00,1
2019-10-20 00:25:00,2
2019-10-20 00:55:00,1
2019-10-20 00:56:00,2
2019-10-20 03:45:00,3
2019-10-20 04:20:00,2
2019-10-20 04:45:00,3
2019-10-20 05:20:00,4
2019-10-20 05:45:00,1
2019-10-20 06:15:00,19
2019-10-20 06:20:00,5
2019-10-20 07:25:00,1
2019-10-20 13:45:00,1
2019-10-20 14:20:00,29
2019-10-20 16:15:00,1
2019-10-20 16:18:00,7
2019-10-20 22:45:00,1
2019-10-20 23:20:00,2
