33,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-20 02:07:00,1
2019-10-20 16:05:00,1
2019-10-20 16:08:00,1
2019-10-20 16:10:00,1
2019-10-20 16:48:00,1
2019-10-20 17:24:00,1
2019-10-20 17:25:00,2
2019-10-20 17:28:00,1
2019-10-20 17:31:00,1
2019-10-20 17:51:00,1
2019-10-20 17:52:00,1
2019-10-20 18:08:00,2
2019-10-20 18:27:00,1
2019-10-20 18:31:00,1
2019-10-20 18:55:00,1
2019-10-20 18:58:00,1
2019-10-20 19:00:00,1
2019-10-20 19:01:00,1
2019-10-20 19:03:00,2
2019-10-20 19:10:00,2
2019-10-20 19:14:00,1
2019-10-20 19:16:00,1
2019-10-20 19:18:00,1
2019-10-20 19:32:00,1
2019-10-20 19:33:00,1
2019-10-20 19:34:00,1
2019-10-20 19:39:00,1
2019-10-20 19:40:00,1
2019-10-20 22:22:00,1
