3,"SELECT TOP #     gal.specObjID as ID,   gal.lgm_tot_p5# as galtotal,   gal.lgm_fib_p5# as galfibre,   EDust.logMass_median as EDust_mass,   ENoDust.logMass_median as ENoDust_mass,   WDust.logMass_median as WDust_mass,   WNoDust.logMass_median as WNoDust_mass    FROM galSpecExtra gal   JOIN stellarMassFSPSGranEarlyDust EDust ON EDust.specObjID=gal.specObjID   JOIN stellarMassFSPSGranEarlyNoDust ENoDust ON ENoDust.specObjID=gal.specObjID   JOIN stellarMassFSPSGranWideDust WDust ON WDust.specObjID=gal.specObjID   JOIN stellarMassFSPSGranWideNoDust WNoDust ON WNoDust.specObjID=gal.specObjID    WHERE     gal.specObjID != # AND   gal.lgm_tot_p5# != # AND   gal.lgm_fib_p5# != # AND   EDust.logMass_median != # AND   ENoDust.logMass_median != # AND   WDust.logMass_median != # AND   WNoDust.logMass_median != #"
2019-11-07 07:38:00,2
2019-11-07 07:39:00,1
