79,select distinct parent from DBViewCols where viewname=&&&
2019-11-07 00:05:00,1
2019-11-07 00:29:00,1
2019-11-07 02:34:00,1
2019-11-07 04:59:00,1
2019-11-07 05:40:00,21
2019-11-07 05:41:00,3
2019-11-07 06:58:00,1
2019-11-07 09:31:00,1
2019-11-07 10:06:00,1
2019-11-07 10:12:00,1
2019-11-07 10:13:00,2
2019-11-07 10:20:00,1
2019-11-07 10:24:00,1
2019-11-07 10:27:00,1
2019-11-07 10:28:00,1
2019-11-07 10:39:00,1
2019-11-07 10:47:00,1
2019-11-07 11:05:00,3
2019-11-07 11:19:00,4
2019-11-07 13:19:00,1
2019-11-07 13:37:00,1
2019-11-07 13:41:00,6
2019-11-07 13:42:00,4
2019-11-07 13:43:00,2
2019-11-07 13:49:00,2
2019-11-07 13:57:00,2
2019-11-07 14:01:00,1
2019-11-07 16:52:00,4
2019-11-07 16:53:00,1
2019-11-07 16:57:00,1
2019-11-07 16:58:00,1
2019-11-07 16:59:00,1
2019-11-07 20:51:00,3
2019-11-07 21:03:00,1
2019-11-07 22:51:00,1
