78,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-11-07 04:11:00,1
2019-11-07 09:07:00,1
2019-11-07 09:08:00,3
2019-11-07 09:09:00,3
2019-11-07 09:10:00,2
2019-11-07 09:11:00,2
2019-11-07 09:12:00,2
2019-11-07 09:16:00,1
2019-11-07 09:18:00,1
2019-11-07 09:30:00,4
2019-11-07 09:31:00,2
2019-11-07 09:54:00,2
2019-11-07 09:55:00,3
2019-11-07 09:56:00,2
2019-11-07 10:00:00,1
2019-11-07 10:01:00,3
2019-11-07 10:02:00,1
2019-11-07 10:03:00,3
2019-11-07 10:04:00,2
2019-11-07 10:05:00,3
2019-11-07 10:06:00,4
2019-11-07 10:07:00,1
2019-11-07 10:49:00,1
2019-11-07 10:51:00,2
2019-11-07 11:01:00,1
2019-11-07 11:02:00,1
2019-11-07 11:05:00,2
2019-11-07 11:06:00,2
2019-11-07 12:44:00,1
2019-11-07 12:45:00,2
2019-11-07 16:10:00,1
2019-11-07 16:12:00,1
2019-11-07 16:13:00,4
2019-11-07 16:14:00,1
2019-11-07 16:15:00,1
2019-11-07 16:59:00,1
2019-11-07 18:14:00,1
2019-11-07 19:13:00,1
2019-11-07 19:14:00,5
2019-11-07 19:15:00,1
2019-11-07 19:18:00,1
2019-11-07 19:50:00,1
