4,"SELECT TOP #  p.objid,p.u,p.g,p.r,p.i,p.z,  s.specobjid, s.class, s.z as redshift FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid where (s.z >.# AND s.class=&&&) OR (s.z<# AND s.class=&&&)"
2019-11-07 21:37:00,1
2019-11-07 21:38:00,1
2019-11-07 21:55:00,1
2019-11-07 21:56:00,1
