77,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-11-07 00:03:00,1
2019-11-07 00:07:00,1
2019-11-07 00:10:00,1
2019-11-07 00:12:00,1
2019-11-07 00:21:00,1
2019-11-07 00:31:00,1
2019-11-07 00:39:00,1
2019-11-07 00:41:00,1
2019-11-07 01:24:00,1
2019-11-07 01:33:00,1
2019-11-07 01:40:00,1
2019-11-07 01:46:00,1
2019-11-07 01:54:00,1
2019-11-07 01:57:00,1
2019-11-07 02:04:00,1
2019-11-07 02:22:00,1
2019-11-07 02:30:00,1
2019-11-07 02:32:00,1
2019-11-07 02:33:00,1
2019-11-07 02:37:00,1
2019-11-07 02:52:00,1
2019-11-07 05:39:00,1
2019-11-07 05:43:00,2
2019-11-07 05:44:00,1
2019-11-07 14:46:00,1
2019-11-07 14:55:00,1
2019-11-07 14:58:00,1
2019-11-07 15:04:00,1
2019-11-07 15:59:00,1
2019-11-07 16:12:00,1
2019-11-07 16:35:00,1
2019-11-07 16:37:00,1
2019-11-07 16:38:00,1
2019-11-07 16:41:00,1
2019-11-07 16:42:00,1
2019-11-07 17:28:00,1
2019-11-07 17:31:00,1
2019-11-07 17:48:00,1
2019-11-07 17:52:00,1
2019-11-07 17:54:00,1
2019-11-07 17:56:00,1
2019-11-07 17:58:00,1
2019-11-07 17:59:00,1
2019-11-07 18:01:00,1
2019-11-07 18:06:00,1
2019-11-07 18:10:00,1
2019-11-07 18:12:00,1
2019-11-07 18:14:00,1
2019-11-07 18:15:00,1
2019-11-07 18:19:00,1
2019-11-07 18:20:00,1
2019-11-07 18:23:00,1
2019-11-07 18:32:00,1
2019-11-07 18:35:00,1
2019-11-07 18:41:00,1
2019-11-07 18:48:00,2
2019-11-07 18:50:00,1
2019-11-07 20:13:00,3
2019-11-07 20:33:00,1
2019-11-07 20:38:00,1
2019-11-07 20:39:00,1
2019-11-07 20:41:00,2
2019-11-07 20:42:00,1
2019-11-07 20:43:00,1
2019-11-07 20:44:00,1
2019-11-07 20:48:00,1
2019-11-07 20:49:00,3
2019-11-07 20:50:00,1
2019-11-07 23:06:00,1
2019-11-07 23:38:00,1
