18,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-07 15:42:00,1
2019-11-07 15:51:00,1
2019-11-07 15:58:00,1
2019-11-07 16:00:00,1
2019-11-07 16:09:00,1
2019-11-07 16:11:00,1
2019-11-07 16:16:00,1
2019-11-07 16:19:00,1
2019-11-07 16:21:00,1
2019-11-07 16:29:00,1
2019-11-07 16:50:00,1
2019-11-07 16:53:00,1
2019-11-07 16:58:00,1
2019-11-07 16:59:00,1
2019-11-07 17:02:00,1
2019-11-07 17:05:00,1
2019-11-07 17:10:00,1
2019-11-07 17:13:00,1
