2,"SELECT TOP #  s.plate,s.mjd,s.fiberid,s.z,s.zErr,s.zWarning,s.class,s.run1d,s.run2d,s.subClass,s.subClass_noqso,p.run,p.rerun,p.camCol,p.field,p.obj,cast(str(p.ra,#,#) as float) as ra,cast(str(p.[dec],#,#) as float) as dec,p.r,p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z,p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z,p.petroMag_g,p.petroMag_i,p.petroMag_r,p.petroMag_u,p.petroMag_z,p.petroMagErr_g,p.petroMagErr_i,p.petroMagErr_r,p.petroMagErr_u,p.petroMagErr_z  FROM ..SpecObj as s  JOIN ..PhotoObj AS p ON s.bestObjID = p.objID  WHERE s.zWarning = # AND (s.class = &&&) AND s.z < # AND p.g < # AND p.r < # AND ( p.type = # OR p.type = #)"
2019-11-07 10:00:00,1
2019-11-07 10:16:00,1
