5,"SELECT TOP #    p.u, p.g, p.r, p.i, p.z, s.class, s.zwarning as redshift_warning FROM PhotoObj AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE  s.zwarning = #    AND (s.class = &&& OR s.class = &&& OR s.class = &&&)"
2019-11-07 03:37:00,1
2019-11-07 04:22:00,1
2019-11-07 04:24:00,1
2019-11-07 08:19:00,1
2019-11-07 09:34:00,1
