93,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-11-07 00:18:00,1
2019-11-07 02:22:00,1
2019-11-07 02:24:00,1
2019-11-07 02:43:00,2
2019-11-07 02:44:00,2
2019-11-07 02:51:00,2
2019-11-07 17:24:00,2
2019-11-07 23:17:00,8
2019-11-07 23:18:00,4
2019-11-07 23:19:00,8
2019-11-07 23:20:00,2
2019-11-07 23:23:00,6
2019-11-07 23:24:00,4
2019-11-07 23:25:00,2
2019-11-07 23:27:00,6
2019-11-07 23:28:00,10
2019-11-07 23:29:00,6
2019-11-07 23:30:00,6
2019-11-07 23:32:00,2
2019-11-07 23:33:00,6
2019-11-07 23:34:00,4
2019-11-07 23:39:00,4
2019-11-07 23:40:00,3
2019-11-07 23:41:00,1
