287,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-11-07 10:23:00,2
2019-11-07 10:25:00,2
2019-11-07 10:27:00,2
2019-11-07 10:30:00,2
2019-11-07 10:56:00,2
2019-11-07 10:58:00,2
2019-11-07 10:59:00,2
2019-11-07 11:02:00,2
2019-11-07 11:28:00,2
2019-11-07 11:30:00,2
2019-11-07 11:32:00,2
2019-11-07 11:34:00,1
2019-11-07 11:35:00,1
2019-11-07 12:00:00,2
2019-11-07 12:02:00,2
2019-11-07 12:04:00,2
2019-11-07 12:07:00,2
2019-11-07 12:33:00,2
2019-11-07 12:35:00,2
2019-11-07 12:37:00,2
2019-11-07 12:40:00,2
2019-11-07 13:06:00,2
2019-11-07 13:08:00,2
2019-11-07 13:10:00,2
2019-11-07 13:12:00,2
2019-11-07 14:29:00,2
2019-11-07 14:33:00,2
2019-11-07 14:37:00,2
2019-11-07 14:41:00,2
2019-11-07 15:09:00,2
2019-11-07 15:11:00,2
2019-11-07 15:13:00,2
2019-11-07 15:16:00,2
2019-11-07 15:32:00,2
2019-11-07 15:34:00,2
2019-11-07 15:36:00,2
2019-11-07 15:38:00,2
2019-11-07 15:54:00,2
2019-11-07 15:57:00,2
2019-11-07 15:59:00,2
2019-11-07 16:02:00,2
2019-11-07 16:23:00,2
2019-11-07 16:25:00,2
2019-11-07 16:28:00,2
2019-11-07 16:31:00,2
2019-11-07 16:32:00,2
2019-11-07 16:33:00,2
2019-11-07 16:35:00,2
2019-11-07 16:37:00,2
2019-11-07 16:52:00,2
2019-11-07 16:54:00,2
2019-11-07 16:55:00,6
2019-11-07 16:56:00,2
2019-11-07 16:57:00,10
2019-11-07 16:58:00,5
2019-11-07 16:59:00,9
2019-11-07 17:00:00,10
2019-11-07 17:01:00,6
2019-11-07 17:02:00,7
2019-11-07 17:03:00,5
2019-11-07 17:04:00,3
2019-11-07 17:05:00,3
2019-11-07 17:06:00,1
2019-11-07 17:24:00,2
2019-11-07 17:26:00,2
2019-11-07 17:29:00,2
2019-11-07 17:31:00,2
2019-11-07 17:52:00,2
2019-11-07 17:55:00,2
2019-11-07 17:57:00,2
2019-11-07 18:00:00,2
2019-11-07 18:21:00,2
2019-11-07 18:24:00,2
2019-11-07 18:26:00,2
2019-11-07 18:29:00,2
2019-11-07 18:50:00,2
2019-11-07 18:53:00,2
2019-11-07 18:56:00,2
2019-11-07 18:59:00,2
2019-11-07 19:20:00,2
2019-11-07 19:22:00,2
2019-11-07 19:25:00,2
2019-11-07 19:28:00,2
2019-11-07 19:49:00,2
2019-11-07 19:51:00,2
2019-11-07 19:54:00,2
2019-11-07 19:58:00,2
2019-11-07 20:19:00,2
2019-11-07 20:21:00,2
2019-11-07 20:24:00,2
2019-11-07 20:27:00,2
2019-11-07 20:49:00,2
2019-11-07 20:51:00,2
2019-11-07 20:54:00,2
2019-11-07 20:57:00,2
2019-11-07 21:17:00,2
2019-11-07 21:20:00,2
2019-11-07 21:22:00,2
2019-11-07 21:25:00,2
2019-11-07 21:45:00,2
2019-11-07 21:47:00,2
2019-11-07 21:49:00,2
2019-11-07 21:51:00,2
2019-11-07 22:09:00,2
2019-11-07 22:11:00,2
2019-11-07 22:14:00,2
2019-11-07 22:16:00,2
2019-11-07 22:33:00,2
2019-11-07 22:35:00,2
2019-11-07 22:37:00,2
2019-11-07 22:39:00,2
2019-11-07 22:57:00,2
2019-11-07 22:59:00,2
2019-11-07 23:01:00,2
2019-11-07 23:04:00,2
2019-11-07 23:22:00,2
2019-11-07 23:24:00,2
2019-11-07 23:27:00,2
2019-11-07 23:29:00,2
2019-11-07 23:48:00,2
2019-11-07 23:50:00,2
2019-11-07 23:53:00,2
2019-11-07 23:55:00,2
