23,select * from PhotoZ where objId=#
2019-01-16 00:11:00,1
2019-01-16 00:17:00,1
2019-01-16 00:52:00,1
2019-01-16 01:47:00,1
2019-01-16 04:24:00,1
2019-01-16 06:30:00,1
2019-01-16 07:23:00,1
2019-01-16 11:05:00,1
2019-01-16 11:09:00,1
2019-01-16 11:15:00,1
2019-01-16 11:49:00,1
2019-01-16 12:50:00,1
2019-01-16 13:40:00,1
2019-01-16 14:47:00,1
2019-01-16 16:24:00,1
2019-01-16 16:51:00,1
2019-01-16 17:31:00,1
2019-01-16 18:01:00,1
2019-01-16 19:31:00,1
2019-01-16 19:52:00,1
2019-01-16 20:49:00,1
2019-01-16 22:17:00,1
2019-01-16 22:48:00,1
