2232,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-16 11:03:00,1
2019-01-16 11:06:00,1
2019-01-16 11:09:00,1
2019-01-16 11:12:00,11
2019-01-16 11:13:00,5
2019-01-16 11:15:00,5
2019-01-16 11:18:00,5
2019-01-16 11:29:00,1
2019-01-16 11:30:00,4
2019-01-16 11:33:00,1
2019-01-16 11:34:00,2
2019-01-16 11:36:00,2
2019-01-16 11:37:00,1
2019-01-16 11:38:00,4
2019-01-16 11:42:00,3
2019-01-16 11:43:00,2
2019-01-16 11:51:00,5
2019-01-16 12:23:00,4
2019-01-16 12:24:00,1
2019-01-16 12:27:00,3
2019-01-16 12:28:00,2
2019-01-16 12:30:00,1
2019-01-16 12:33:00,7
2019-01-16 12:34:00,10
2019-01-16 12:35:00,9
2019-01-16 12:36:00,11
2019-01-16 12:37:00,14
2019-01-16 12:38:00,11
2019-01-16 12:40:00,15
2019-01-16 12:41:00,1
2019-01-16 12:42:00,20
2019-01-16 12:43:00,19
2019-01-16 12:51:00,5
2019-01-16 12:52:00,10
2019-01-16 12:53:00,16
2019-01-16 12:54:00,4
2019-01-16 12:55:00,17
2019-01-16 12:56:00,23
2019-01-16 12:58:00,20
2019-01-16 12:59:00,10
2019-01-16 13:00:00,11
2019-01-16 13:01:00,14
2019-01-16 13:02:00,5
2019-01-16 13:04:00,38
2019-01-16 13:05:00,12
2019-01-16 13:06:00,5
2019-01-16 13:07:00,15
2019-01-16 13:09:00,25
2019-01-16 13:16:00,21
2019-01-16 13:17:00,29
2019-01-16 13:18:00,48
2019-01-16 13:19:00,7
2019-01-16 13:20:00,15
2019-01-16 13:21:00,4
2019-01-16 13:22:00,11
2019-01-16 13:28:00,1
2019-01-16 13:29:00,14
2019-01-16 13:30:00,45
2019-01-16 13:31:00,11
2019-01-16 13:32:00,9
2019-01-16 13:33:00,12
2019-01-16 13:34:00,10
2019-01-16 13:35:00,10
2019-01-16 13:36:00,10
2019-01-16 13:37:00,6
2019-01-16 13:38:00,10
2019-01-16 13:39:00,15
2019-01-16 13:40:00,18
2019-01-16 13:41:00,7
2019-01-16 13:42:00,15
2019-01-16 13:43:00,15
2019-01-16 13:44:00,5
2019-01-16 13:53:00,32
2019-01-16 13:54:00,23
2019-01-16 14:01:00,16
2019-01-16 14:02:00,44
2019-01-16 14:03:00,10
2019-01-16 14:04:00,40
2019-01-16 14:12:00,40
2019-01-16 14:13:00,5
2019-01-16 14:14:00,3
2019-01-16 14:15:00,17
2019-01-16 14:16:00,9
2019-01-16 14:17:00,41
2019-01-16 14:18:00,10
2019-01-16 14:25:00,33
2019-01-16 14:26:00,17
2019-01-16 14:27:00,10
2019-01-16 14:28:00,9
2019-01-16 16:29:00,1
2019-01-16 16:36:00,3
2019-01-16 16:37:00,4
2019-01-16 16:38:00,2
2019-01-16 16:41:00,4
2019-01-16 16:43:00,1
2019-01-16 16:46:00,1
2019-01-16 16:49:00,4
2019-01-16 16:52:00,4
2019-01-16 18:54:00,19
2019-01-16 18:55:00,30
2019-01-16 18:56:00,15
2019-01-16 18:58:00,29
2019-01-16 18:59:00,36
2019-01-16 19:00:00,5
2019-01-16 19:01:00,5
2019-01-16 19:05:00,1
2019-01-16 19:06:00,49
2019-01-16 19:07:00,5
2019-01-16 19:08:00,40
2019-01-16 19:14:00,16
2019-01-16 19:15:00,34
2019-01-16 19:22:00,23
2019-01-16 19:23:00,34
2019-01-16 19:24:00,28
2019-01-16 19:31:00,15
2019-01-16 19:32:00,35
2019-01-16 19:34:00,26
2019-01-16 19:35:00,24
2019-01-16 19:36:00,20
2019-01-16 19:38:00,16
2019-01-16 19:39:00,14
2019-01-16 19:40:00,5
2019-01-16 19:41:00,10
2019-01-16 19:42:00,5
2019-01-16 19:43:00,27
2019-01-16 19:44:00,8
2019-01-16 19:52:00,42
2019-01-16 19:53:00,13
2019-01-16 19:58:00,2
2019-01-16 19:59:00,48
2019-01-16 20:01:00,20
2019-01-16 20:08:00,34
2019-01-16 20:09:00,6
2019-01-16 20:16:00,12
2019-01-16 20:17:00,33
2019-01-16 20:18:00,20
2019-01-16 20:23:00,16
2019-01-16 20:24:00,39
2019-01-16 20:25:00,5
2019-01-16 20:32:00,6
2019-01-16 20:33:00,44
2019-01-16 20:34:00,15
2019-01-16 20:41:00,21
2019-01-16 20:42:00,39
2019-01-16 20:50:00,3
2019-01-16 20:51:00,47
2019-01-16 20:57:00,8
2019-01-16 20:58:00,42
