7,"SELECT TOP #  cast(str(p.ra,#,#) as float) as ra,cast(str(p.[dec],#,#) as float) as dec,p.u,p.g,p.r,p.i,p.z,dbo.fIAUFromEq(p.ra,p.[dec]) as SDSSname  FROM ..PhotoObj AS p  JOIN dbo.fGetNearbyObjEq(#,#,#) AS b ON b.objID = P.objID  WHERE p.i > # AND p.i < #"
2019-01-16 03:00:00,1
2019-01-16 03:01:00,2
2019-01-16 03:02:00,1
2019-01-16 03:07:00,1
2019-01-16 03:11:00,1
2019-01-16 03:21:00,1
